Stunde im Jahr [h]	Var1.Raumlufttemperatur [C]	Var2.Raumlufttemperatur [C]	Var3.Raumlufttemperatur [C]
804	4.98942	2.97993	4.45786
805	4.98361	3.07198	4.47811
806	4.97757	3.01529	4.45767
807	4.97132	3.01426	4.45155
808	4.96491	3.00777	4.44428
809	4.95839	2.98735	4.43293
810	4.95182	2.96578	4.42121
811	4.94527	2.95215	4.41165
812	4.93877	2.92232	4.39774
813	4.93236	2.90764	4.38792
814	4.92605	2.88615	4.37641
815	4.91984	2.85231	4.36154
816	4.91373	2.80659	4.34345
817	4.90772	2.75843	4.3247
818	4.90181	2.71046	4.30604
819	4.89597	2.6727	4.2902
820	4.89022	2.64815	4.27805
821	4.88452	2.64313	4.27132
822	4.87888	2.61301	4.25785
823	4.87328	2.57676	4.2426
824	4.8677	2.53191	4.22502
825	4.86212	2.50599	4.21254
826	4.85656	2.50431	4.20676
827	4.85099	2.51619	4.20478
828	4.84542	2.5205	4.20078
829	4.83985	2.51638	4.19444
830	4.83426	2.53724	4.1949
831	4.82866	2.5234	4.18603
832	4.82305	2.48262	4.1696
833	4.81745	2.43813	4.15207
834	4.81185	2.40088	4.13651
835	4.80627	2.34521	4.11594
836	4.80072	2.28755	4.09472
837	4.7952	2.25628	4.08072
838	4.78972	2.20085	4.06026
839	4.78427	2.13953	4.03803
840	4.77884	2.07903	4.01604
841	4.77343	2.03751	3.99919
842	4.76801	2.00034	3.98361
843	4.76257	1.978	3.97202
844	4.75711	2.01802	3.97749
845	4.75161	2.08176	3.98971
846	4.74605	2.15764	4.00529
847	4.74044	2.20528	4.01325
848	4.73476	2.21182	4.00983
849	4.72903	2.24461	4.01341
850	4.72326	2.33831	4.03373
851	4.71747	2.51923	4.07811
852	4.7117	2.79238	4.14812
853	4.70597	3.02047	4.20639
854	4.70032	3.13909	4.23472
855	4.69478	3.17184	4.23938
856	4.68938	3.18762	4.23927
857	4.68419	3.17747	4.23218
858	4.67925	3.21894	4.23923
859	4.67465	3.15161	4.21709
860	4.67042	3.14011	4.20982
861	4.66659	3.16814	4.21406
862	4.66318	3.15645	4.20779
863	4.66016	3.17721	4.21047
864	4.65751	3.22569	4.22121
865	4.65519	3.2786	4.23348
866	4.65317	3.32581	4.24445
867	4.65141	3.39644	4.26203
868	4.64988	3.4058	4.26321
869	4.64855	3.40578	4.26168
870	4.6474	3.33422	4.2408
871	4.64643	3.33011	4.23803
872	4.64564	3.41075	4.25892
873	4.64501	3.52718	4.28998
874	4.64454	3.65783	4.32521
875	4.64421	3.7552	4.35161
876	4.64402	3.86357	4.38099
877	4.64395	4.0465	4.431
878	4.64398	4.14335	4.45802
879	4.64415	4.15606	4.46173
880	4.64445	4.17745	4.46768
881	4.64492	4.23239	4.48303
882	4.6456	4.20013	4.47484
883	4.6465	4.19832	4.47466
884	4.64766	4.21446	4.47982
885	4.64908	4.23555	4.4865
886	4.65076	4.28547	4.5013
887	4.65269	4.21112	4.48251
888	4.65484	4.1773	4.47429
889	4.65718	4.14534	4.46707
890	4.6597	4.12426	4.46278
891	4.66237	4.15327	4.47233
892	4.66515	4.1792	4.48137
893	4.66803	4.16478	4.4794
894	4.67098	4.14258	4.4752
895	4.67395	4.12081	4.47114
896	4.67693	4.11937	4.4726
897	4.67991	4.13711	4.47938
898	4.68286	4.11435	4.47516
899	4.68579	4.13866	4.48355
900	4.68867	4.14853	4.48826
901	4.6915	4.20004	4.50414
902	4.69427	4.23861	4.51671
903	4.69698	4.35068	4.54919
904	4.69963	4.45561	4.58016
905	4.70221	4.38091	4.56199
906	4.70474	4.25283	4.52837
907	4.70722	4.25953	4.53141
908	4.70967	4.26452	4.53454
909	4.71212	4.2902	4.54307
910	4.71458	4.38258	4.57003
911	4.71704	4.40287	4.57764
912	4.71952	4.42791	4.58615
913	4.72198	4.45273	4.59482
914	4.72443	4.31766	4.55977
915	4.72685	4.22873	4.53649
916	4.72925	4.18119	4.52486
917	4.73165	4.15162	4.51811
918	4.73404	4.17814	4.52669
919	4.73642	4.27597	4.55498
920	4.73878	4.40056	4.59091
921	4.74109	4.45494	4.60774
922	4.74333	4.62515	4.65587
923	4.74547	4.73857	4.68917
924	4.74753	4.87814	4.72914
925	4.74951	5.0301	4.77282
926	4.75144	5.09255	4.7921
927	4.75337	5.08103	4.79082
928	4.75533	5.07176	4.78996
929	4.75738	5.01601	4.77651
930	4.75955	4.96344	4.76374
931	4.7619	4.85949	4.73709
932	4.76445	4.81889	4.72752
933	4.76719	4.77199	4.71673
934	4.77013	4.71432	4.70296
935	4.77322	4.57428	4.66682
936	4.77644	4.38326	4.6164
937	4.77973	4.14534	4.55299
938	4.78304	3.93674	4.49726
939	4.78634	3.77833	4.45523
940	4.78956	3.72514	4.44193
941	4.79267	3.70928	4.43915
942	4.79559	3.68336	4.43354
943	4.79826	3.70263	4.44004
944	4.8006	3.7102	4.4434
945	4.80257	3.69009	4.43881
946	4.80414	3.72181	4.44799
947	4.80529	3.75413	4.4573
948	4.80603	3.88682	4.49366
949	4.8064	3.95315	4.51228
950	4.80643	3.7733	4.46301
951	4.80616	3.80135	4.46919
952	4.80562	3.8058	4.47001
953	4.80488	3.76518	4.45783
954	4.80397	3.68239	4.43398
955	4.80294	3.62359	4.41638
956	4.80182	3.50297	4.38195
957	4.80062	3.39461	4.35038
958	4.79934	3.38466	4.34571
959	4.798	3.37141	4.34049
960	4.79658	3.32616	4.32634
961	4.79507	3.27528	4.31049
962	4.79344	3.22744	4.29535
963	4.79168	3.22258	4.29186
964	4.78977	3.16543	4.27416
965	4.78771	3.17968	4.27552
966	4.7855	3.17137	4.27102
967	4.78313	3.26813	4.29486
968	4.78061	3.33069	4.30989
969	4.77794	3.38379	4.32194
970	4.77513	3.42925	4.33193
971	4.7722	3.48499	4.3446
972	4.76916	3.56018	4.36261
973	4.76605	3.58431	4.3668
974	4.76291	3.41403	4.31761
975	4.75977	3.44622	4.32275
976	4.75665	3.50815	4.33724
977	4.75361	3.49449	4.33093
978	4.75065	3.38477	4.29821
979	4.74779	3.31697	4.27659
980	4.74503	3.28831	4.26596
981	4.74236	3.27483	4.25959
982	4.73977	3.26396	4.25404
983	4.73726	3.25447	4.24892
984	4.7348	3.25443	4.24643
985	4.73238	3.24761	4.24216
986	4.72996	3.24827	4.2399
987	4.72754	3.24119	4.23558
988	4.7251	3.23316	4.23094
989	4.72265	3.23579	4.2292
990	4.72017	3.24798	4.23011
991	4.71768	3.23296	4.22361
992	4.71517	3.21471	4.21609
993	4.71265	3.22643	4.21675
994	4.71012	3.25312	4.22162
995	4.70758	3.27448	4.22508
996	4.70505	3.31386	4.23345
997	4.70252	3.34493	4.23968
998	4.7	3.33553	4.23483
999	4.69749	3.31764	4.22751
1000	4.695	3.27938	4.21468
1001	4.69255	3.12517	4.17008
1002	4.69013	3.01565	4.1371
1003	4.68776	2.93551	4.11247
1004	4.68546	2.8609	4.08932
1005	4.6832	2.8189	4.07511
1006	4.68097	2.70691	4.04196
1007	4.67875	2.59593	4.00867
1008	4.6765	2.45995	3.9686
1009	4.67418	2.35525	3.93677
1010	4.67177	2.25867	3.90722
1011	4.66924	2.19143	3.88552
1012	4.66655	2.14176	3.8686
1013	4.66368	2.12696	3.86109
1014	4.66061	2.15657	3.8657
1015	4.6573	2.17497	3.86729
1016	4.65375	2.18381	3.86601
1017	4.64993	2.23158	3.87516
1018	4.64586	2.40827	3.91954
1019	4.64155	2.53238	3.95005
1020	4.63702	2.613	3.96822
1021	4.63231	2.6486	3.974
1022	4.62746	2.65512	3.97157
1023	4.62251	2.63646	3.96212
1024	4.61753	2.60372	3.94868
1025	4.61258	2.57771	3.93703
1026	4.6077	2.55358	3.92595
1027	4.60295	2.53741	3.91712
1028	4.59834	2.5042	3.90377
1029	4.59388	2.47769	3.89226
1030	4.58957	2.46428	3.88447
1031	4.5854	2.47347	3.88297
1032	4.58136	2.49794	3.88584
1033	4.57742	2.53304	3.89175
1034	4.57356	2.54259	3.89082
1035	4.56978	2.55629	3.89097
1036	4.56605	2.56229	3.88913
1037	4.56238	2.56821	3.88725
1038	4.55877	2.59572	3.89131
1039	4.55521	2.64423	3.90127
1040	4.55171	2.6592	3.90222
1041	4.54829	2.67971	3.90456
1042	4.54493	2.73123	3.91552
1043	4.54165	2.78198	3.92646
1044	4.53846	2.86199	3.94544
1045	4.53536	2.94551	3.96565
1046	4.53235	2.9817	3.97304
1047	4.52945	3.00612	3.97713
1048	4.52667	2.99726	3.97223
1049	4.52402	3.05275	3.98482
1050	4.52151	3.04882	3.98166
1051	4.51916	3.07879	3.98747
1052	4.51698	3.10611	3.993
1053	4.51499	3.10332	3.99034
1054	4.51316	3.09681	3.98671
1055	4.51151	2.99922	3.95835
1056	4.51003	2.95958	3.94543
1057	4.5087	2.93233	3.93637
1058	4.50752	2.8941	3.92433
1059	4.50648	2.84634	3.90973
1060	4.50555	2.82791	3.90316
1061	4.5047	2.84612	3.90678
1062	4.50392	2.88507	3.91625
1063	4.50317	2.86583	3.90995
1064	4.50243	2.90357	3.91892
1065	4.50167	2.9607	3.93356
1066	4.50088	2.96867	3.93477
1067	4.50006	2.9299	3.923
1068	4.4992	2.90515	3.91487
1069	4.49832	2.92948	3.92016
1070	4.49741	3.05383	3.95292
1071	4.4965	3.22907	4.00006
1072	4.49559	3.3034	4.01991
1073	4.49468	3.29864	4.01776
1074	4.49379	3.26071	4.00637
1075	4.49291	3.20966	3.99127
1076	4.49208	3.1947	3.98596
1077	4.49133	3.19456	3.9849
1078	4.49067	3.1735	3.97822
1079	4.49013	3.11545	3.9614
1080	4.48971	3.12359	3.96257
1081	4.48939	3.09954	3.95537
1082	4.48916	3.09265	3.95266
1083	4.489	3.05181	3.94089
1084	4.48889	3.00269	3.92667
1085	4.48881	2.95151	3.91192
1086	4.48874	2.88996	3.89429
1087	4.48866	2.83756	3.87906
1088	4.48857	2.81799	3.8728
1089	4.48844	2.83116	3.87558
1090	4.48826	2.82127	3.87215
1091	4.48802	2.80707	3.86736
1092	4.48769	2.80332	3.86539
1093	4.48726	2.8096	3.86613
1094	4.48672	2.79747	3.86181
1095	4.48608	2.77323	3.85401
1096	4.48532	2.763	3.84992
1097	4.48447	2.71657	3.83595
1098	4.48352	2.66414	3.82005
1099	4.48249	2.63996	3.81179
1100	4.48138	2.62157	3.80516
1101	4.48019	2.61473	3.8016
1102	4.47894	2.62899	3.80382
1103	4.47761	2.63621	3.80415
1104	4.4762	2.61761	3.79736
1105	4.47471	2.53972	3.77421
1106	4.47314	2.49563	3.75995
1107	4.47149	2.43608	3.7416
1108	4.46976	2.44488	3.74166
1109	4.46797	2.41574	3.7317
1110	4.46612	2.33453	3.70717
1111	4.46419	2.32387	3.70166
1112	4.4622	2.35481	3.70782
1113	4.46012	2.36245	3.70765
1114	4.45796	2.36064	3.70472
1115	4.45571	2.41239	3.71637
1116	4.45337	2.4271	3.71812
1117	4.45093	2.43339	3.71727
1118	4.44841	2.44132	3.71686
1119	4.44582	2.46571	3.7209
1120	4.44318	2.45646	3.7158
1121	4.44049	2.45944	3.71383
1122	4.43778	2.466	3.71293
1123	4.43507	2.47432	3.71249
1124	4.43237	2.50278	3.71757
1125	4.42969	2.53573	3.72401
1126	4.42704	2.56812	3.73032
1127	4.42441	2.58007	3.73112
1128	4.42183	2.56879	3.72552
1129	4.4193	2.55488	3.71915
1130	4.41681	2.56087	3.71824
1131	4.41438	2.57891	3.72075
1132	4.41202	2.57972	3.71864
1133	4.40973	2.5763	3.71536
1134	4.4075	2.5629	3.7094
1135	4.40535	2.54969	3.70349
1136	4.40327	2.5634	3.70499
1137	4.40124	2.55826	3.70149
1138	4.39927	2.60628	3.71242
1139	4.39736	2.65677	3.72439
1140	4.3955	2.71187	3.73759
1141	4.39367	2.82137	3.76577
1142	4.39189	2.86786	3.77709
1143	4.39015	2.92243	3.79033
1144	4.38845	2.88992	3.78002
1145	4.3868	2.90493	3.78223
1146	4.38523	2.91243	3.78282
1147	4.38376	2.91456	3.78184
1148	4.38239	2.89536	3.77516
1149	4.38115	2.85683	3.76316
1150	4.38004	2.87353	3.76624
1151	4.37906	2.90905	3.77483
1152	4.3782	2.91572	3.77566
1153	4.37744	2.88538	3.76636
1154	4.37678	2.81567	3.74626
1155	4.37619	2.70514	3.71486
1156	4.37567	2.66393	3.7022
1157	4.3752	2.64139	3.69502
1158	4.37478	2.56731	3.67374
1159	4.37438	2.55117	3.66804
1160	4.374	2.55837	3.66905
1161	4.37359	2.5766	3.67306
1162	4.37314	2.58695	3.67494
1163	4.37263	2.69487	3.70338
1164	4.37202	2.73427	3.71359
1165	4.37132	2.84165	3.74185
1166	4.37052	2.91285	3.76073
1167	4.36963	2.91434	3.76022
1168	4.36866	2.97439	3.77548
1169	4.36765	2.84693	3.73989
1170	4.36661	2.72227	3.70397
1171	4.36559	2.67352	3.68901
1172	4.36461	2.68125	3.68967
1173	4.3637	2.64933	3.67975
1174	4.36286	2.59868	3.66453
1175	4.36209	2.54605	3.64878
1176	4.36134	2.50448	3.63604
1177	4.36061	2.4937	3.63173
1178	4.35986	2.48868	3.6291
1179	4.35907	2.48421	3.62659
1180	4.35823	2.48009	3.62415
1181	4.35732	2.47691	3.62192
1182	4.35633	2.48128	3.6217
1183	4.35524	2.46127	3.6148
1184	4.35406	2.47485	3.61686
1185	4.35279	2.49927	3.62201
1186	4.35144	2.56484	3.63833
1187	4.35001	2.64954	3.66006
1188	4.34851	2.73604	3.68231
1189	4.34695	2.79268	3.69645
1190	4.34535	2.81275	3.70049
1191	4.34372	2.79654	3.6945
1192	4.34208	2.76035	3.68291
1193	4.34046	2.68425	3.66035
1194	4.33889	2.6387	3.64593
1195	4.3374	2.60736	3.6356
1196	4.33599	2.55769	3.62031
1197	4.33468	2.50692	3.60467
1198	4.33346	2.49473	3.59962
1199	4.3323	2.49083	3.59703
1200	4.33118	2.49665	3.59712
1201	4.33008	2.49597	3.59552
1202	4.32897	2.50125	3.5955
1203	4.32784	2.47901	3.58801
1204	4.32666	2.45157	3.57891
1205	4.32543	2.43321	3.57227
1206	4.32415	2.41538	3.56575
1207	4.32282	2.38745	3.55642
1208	4.32145	2.35799	3.54658
1209	4.32002	2.33941	3.53967
1210	4.31855	2.34697	3.53988
1211	4.31704	2.41164	3.55576
1212	4.31547	2.41364	3.55478
1213	4.31385	2.43947	3.55992
1214	4.31218	2.45808	3.56329
1215	4.31045	2.52937	3.5809
1216	4.30867	2.56833	3.59
1217	4.30686	2.52786	3.57719
1218	4.30502	2.42212	3.54626
1219	4.30317	2.29095	3.50808
1220	4.30133	2.24417	3.49277
1221	4.29952	2.25071	3.4924
1222	4.29775	2.23744	3.48678
1223	4.29601	2.12246	3.4533
1224	4.29428	2.1058	3.44617
1225	4.29255	2.13618	3.45247
1226	4.2908	2.1244	3.44727
1227	4.28898	2.1019	3.43894
1228	4.28711	2.0501	3.42258
1229	4.28515	1.99815	3.40596
1230	4.2831	1.90963	3.3793
1231	4.28096	1.84139	3.35787
1232	4.27873	1.78601	3.33997
1233	4.27642	1.84255	3.35251
1234	4.27402	1.97673	3.38671
1235	4.27152	2.18052	3.44017
1236	4.26891	2.24203	3.45512
1237	4.2662	2.34118	3.47963
1238	4.26336	2.31586	3.47056
1239	4.26043	2.35268	3.47765
1240	4.25744	2.3177	3.46562
1241	4.25444	2.24595	3.44304
1242	4.25147	2.06857	3.39159
1243	4.24859	1.95156	3.35607
1244	4.24582	1.81706	3.31617
1245	4.24318	1.78379	3.30367
1246	4.24065	1.79929	3.30508
1247	4.23822	1.80119	3.30294
1248	4.23585	1.77825	3.29402
1249	4.23348	1.71142	3.27306
1250	4.23107	1.6283	3.24741
1251	4.22859	1.5765	3.23017
1252	4.22602	1.5895	3.23068
1253	4.22334	1.51189	3.20663
1254	4.22055	1.46741	3.19102
1255	4.21765	1.49123	3.19425
1256	4.21463	1.53627	3.20341
1257	4.21149	1.57801	3.21165
1258	4.20822	1.64932	3.22789
1259	4.20483	1.72894	3.2465
1260	4.20131	1.81979	3.26814
1261	4.19769	1.90322	3.2878
1262	4.19398	1.96203	3.3007
1263	4.1902	1.95882	3.29657
1264	4.18641	1.94287	3.28869
1265	4.18263	1.91481	3.27752
1266	4.17891	1.87615	3.2634
1267	4.17529	1.86417	3.25656
1268	4.17179	1.85827	3.25159
1269	4.16842	1.86099	3.24905
1270	4.1652	1.84635	3.24194
1271	4.16211	1.82806	3.23382
1272	4.15914	1.81029	3.22595
1273	4.15627	1.80214	3.22075
1274	4.15349	1.79592	3.21619
1275	4.15078	1.7899	3.21173
1276	4.14814	1.78486	3.20759
1277	4.14555	1.78901	3.20599
1278	4.14299	1.78625	3.20259
1279	4.14046	1.79252	3.20162
1280	4.13796	1.81402	3.20489
1281	4.13548	1.87439	3.21884
1282	4.13301	1.90758	3.22559
1283	4.13055	1.97567	3.24172
1284	4.12811	2.07402	3.26638
1285	4.12569	2.19338	3.29692
1286	4.12329	2.26495	3.31459
1287	4.12093	2.38539	3.34543
1288	4.11863	2.49462	3.37366
1289	4.1164	2.42549	3.35319
1290	4.11428	2.30913	3.31911
1291	4.1123	2.17088	3.27908
1292	4.11048	2.0778	3.25127
1293	4.10886	1.92826	3.20834
1294	4.10745	1.82034	3.17647
1295	4.10624	1.82001	3.17433
1296	4.1052	1.85188	3.18152
1297	4.10428	1.80055	3.16617
1298	4.10343	1.72841	3.14478
1299	4.10259	1.7153	3.13952
1300	4.1017	1.6397	3.11742
1301	4.10073	1.59362	3.1029
1302	4.09965	1.52158	3.08143
1303	4.09846	1.61703	3.10535
1304	4.09713	1.64226	3.11089
1305	4.09567	1.77594	3.14535
1306	4.09407	1.93321	3.18697
1307	4.09231	2.04533	3.21614
1308	4.09041	2.15112	3.24341
1309	4.08838	2.25516	3.27021
1310	4.08626	2.32027	3.28635
1311	4.08407	2.36867	3.29775
1312	4.08188	2.41592	3.30883
1313	4.07975	2.47388	3.32288
1314	4.07773	2.54104	3.3396
1315	4.07585	2.56526	3.34479
1316	4.07417	2.5008	3.32572
1317	4.07269	2.3927	3.29451
1318	4.07143	2.31548	3.27171
1319	4.07041	2.25856	3.25469
1320	4.06961	2.26764	3.25584
1321	4.06903	2.24127	3.24779
1322	4.06863	2.20527	3.23698
1323	4.0684	2.16289	3.22457
1324	4.06826	2.17029	3.22574
1325	4.06819	2.21724	3.23802
1326	4.06815	2.15479	3.22061
1327	4.06812	2.06999	3.19654
1328	4.06806	1.99065	3.17398
1329	4.06796	1.89736	3.14749
1330	4.0678	1.883	3.14237
1331	4.0676	1.95741	3.16179
1332	4.06732	2.10458	3.20135
1333	4.06697	2.23261	3.23601
1334	4.06651	2.28754	3.25061
1335	4.06594	2.30087	3.25354
1336	4.06524	2.30676	3.25426
1337	4.06444	2.29673	3.25055
1338	4.06356	2.2229	3.22928
1339	4.06265	2.1222	3.20032
1340	4.06174	2.0952	3.19136
1341	4.06086	2.10097	3.19167
1342	4.06003	2.09993	3.19021
1343	4.05924	2.08539	3.18505
1344	4.0585	2.15203	3.20203
1345	4.05777	2.18762	3.21099
1346	4.05703	2.21469	3.21739
1347	4.05628	2.2325	3.22132
1348	4.0555	2.24844	3.22468
1349	4.05469	2.26362	3.22783
1350	4.05386	2.26416	3.22697
1351	4.05302	2.20492	3.20973
1352	4.05217	2.16377	3.19709
1353	4.05133	2.26061	3.22226
1354	4.05052	2.34967	3.24596
1355	4.04973	2.37441	3.25193
1356	4.04897	2.57432	3.30558
1357	4.04823	2.59546	3.31145
1358	4.0475	2.6427	3.32337
1359	4.0468	2.68281	3.33389
1360	4.04614	2.71646	3.34248
1361	4.04554	2.71676	3.34207
1362	4.04502	2.66218	3.32657
1363	4.04462	2.60694	3.31073
1364	4.04436	2.56521	3.29868
1365	4.04424	2.57024	3.2995
1366	4.04426	2.54136	3.29138
1367	4.04443	2.44996	3.26609
1368	4.04471	2.28037	3.21928
1369	4.04508	2.12848	3.17695
1370	4.04552	2.05196	3.15529
1371	4.046	2.04317	3.15237
1372	4.04648	2.01055	3.14317
1373	4.04693	2.0077	3.14191
1374	4.0473	1.97337	3.13222
1375	4.04755	1.92976	3.11969
1376	4.04763	1.8791	3.1051
1377	4.04753	2.0051	3.13846
1378	4.04723	2.32178	3.22465
1379	4.04673	2.53502	3.28327
1380	4.04604	2.77535	3.34866
1381	4.04515	3.00345	3.41112
1382	4.0441	3.14779	3.45057
1383	4.04292	3.21653	3.46907
1384	4.0417	3.23035	3.47234
1385	4.04052	3.18762	3.46002
1386	4.03948	3.04535	3.42037
1387	4.03866	2.88771	3.37615
1388	4.03813	2.81265	3.35458
1389	4.03793	2.85253	3.36491
1390	4.03807	2.83996	3.36159
1391	4.03853	2.86035	3.36715
1392	4.03926	2.85386	3.36588
1393	4.04019	2.86811	3.3702
1394	4.04127	2.86853	3.37104
1395	4.04243	2.86282	3.37015
1396	4.04365	2.8328	3.36266
1397	4.0449	2.85895	3.37041
1398	4.04615	2.82653	3.36246
1399	4.0474	2.86685	3.37397
1400	4.04864	2.92017	3.38949
1401	4.04986	3.0431	3.42393
1402	4.05105	3.2153	3.47217
1403	4.05222	3.66901	3.59746
1404	4.05336	4.03794	3.70117
1405	4.05447	4.25272	3.76226
1406	4.05558	4.44025	3.81566
1407	4.05672	4.55832	3.85026
1408	4.05796	4.53223	3.84529
1409	4.05939	4.43445	3.82026
1410	4.0611	4.39072	3.80993
1411	4.0632	4.33238	3.79617
1412	4.06575	3.98854	3.70455
1413	4.06878	3.74105	3.6381
1414	4.07229	3.54465	3.5866
1415	4.07623	3.35282	3.53644
1416	4.08055	3.19648	3.49616
1417	4.08514	3.02807	3.45287
1418	4.08988	2.88414	3.41618
1419	4.09467	2.75841	3.38455
1420	4.09937	2.69139	3.36886
1421	4.10386	2.62059	3.35224
1422	4.10807	2.49805	3.32114
1423	4.1119	2.47452	3.31656
1424	4.1153	2.4122	3.30155
1425	4.11823	2.56432	3.34433
1426	4.12068	2.77689	3.40451
1427	4.12263	2.8115	3.41582
1428	4.12409	2.8974	3.44007
1429	4.12507	2.97591	3.4625
1430	4.12562	3.11391	3.50068
1431	4.12579	3.19615	3.52383
1432	4.12566	3.12287	3.504
1433	4.1253	3.0492	3.48325
1434	4.12479	2.98037	3.46386
1435	4.1242	2.84202	3.42529
1436	4.1236	2.8131	3.41616
1437	4.12302	2.79501	3.41059
1438	4.12249	2.74293	3.39562
1439	4.122	2.6456	3.36823
1440	4.12153	2.53869	3.33802
1441	4.12107	2.42921	3.30704
1442	4.12058	2.32141	3.27641
1443	4.12003	2.26907	3.26079
1444	4.11939	2.31476	3.27212
1445	4.11864	2.27247	3.25974
1446	4.11776	2.32641	3.273
1447	4.11671	2.39497	3.29079
1448	4.11546	2.47473	3.31142
1449	4.11402	2.57118	3.33661
1450	4.11236	2.69097	3.36816
1451	4.11052	2.70582	3.37107
1452	4.10851	2.88834	3.4191
1453	4.10637	3.12886	3.484
1454	4.10415	3.04001	3.45899
1455	4.1019	3.13834	3.48351
1456	4.09966	3.28397	3.52237
1457	4.0975	3.31187	3.52897
1458	4.09546	3.27012	3.51623
1459	4.09359	3.22632	3.50285
1460	4.09192	3.18898	3.49135
1461	4.09049	3.24233	3.50472
1462	4.08932	3.34202	3.53139
1463	4.0884	3.31889	3.52485
1464	4.08772	3.32926	3.52705
1465	4.08727	3.35238	3.53325
1466	4.08701	3.3997	3.54614
1467	4.08693	3.38468	3.54231
1468	4.08702	3.35472	3.53419
1469	4.08725	3.30843	3.52173
1470	4.08763	3.31605	3.52394
1471	4.08812	3.33477	3.52955
1472	4.08873	3.35515	3.53566
1473	4.08945	3.38624	3.5448
1474	4.09024	3.42473	3.55608
1475	4.0911	3.52338	3.58387
1476	4.092	3.62979	3.61415
1477	4.09294	3.67538	3.62787
1478	4.09391	3.76435	3.65326
1479	4.09491	3.70007	3.63719
1480	4.09595	3.61755	3.6153
1481	4.09704	3.60387	3.61234
1482	4.09821	3.62459	3.61903
1483	4.09948	3.68948	3.63792
1484	4.10085	3.76547	3.66014
1485	4.10232	3.86585	3.68912
1486	4.10387	4.00121	3.7279
1487	4.1055	4.13445	3.76637
1488	4.10718	4.24201	3.79795
1489	4.10891	4.15316	3.77592
1490	4.11071	4.15937	3.77894
1491	4.11259	4.18465	3.7879
1492	4.11458	4.26992	3.81315
1493	4.11671	4.27979	3.81831
1494	4.11899	4.2607	3.81521
1495	4.12144	4.31987	3.83362
1496	4.12404	4.33338	3.84002
1497	4.12679	4.41822	3.86566
1498	4.12968	4.5803	3.91296
1499	4.13269	4.77947	3.97076
1500	4.13581	5.01546	4.03894
1501	4.13904	5.22968	4.10158
1502	4.14237	5.29189	4.1228
1503	4.14581	5.37964	4.15048
1504	4.14939	5.31286	4.13644
1505	4.15314	5.22974	4.11717
1506	4.15711	5.14949	4.09891
1507	4.16135	5.21807	4.12134
1508	4.16589	5.1258	4.10089
1509	4.17074	4.71101	3.99156
1510	4.17587	4.55436	3.95147
1511	4.18125	4.47119	3.93305
1512	4.18683	4.27449	3.88349
1513	4.19254	4.16942	3.85849
1514	4.19832	4.07125	3.83597
1515	4.20406	3.93793	3.80359
1516	4.20968	3.88103	3.79182
1517	4.21509	3.79799	3.77314
1518	4.22021	3.68266	3.74513
1519	4.22498	3.63678	3.7357
1520	4.22937	3.71527	3.76019
1521	4.23333	3.96147	3.83071
1522	4.23686	3.99036	3.84239
1523	4.23993	4.09033	3.87204
1524	4.24257	4.09798	3.87698
1525	4.24477	4.11007	3.88211
1526	4.2466	4.21799	3.91337
1527	4.24811	4.26304	3.92769
1528	4.24937	4.14519	3.89695
1529	4.25045	4.18835	3.90937
1530	4.25141	4.13421	3.89607
1531	4.25228	4.09113	3.88492
1532	4.25312	4.03358	3.87009
1533	4.25394	3.96148	3.85106
1534	4.25476	3.8974	3.83414
1535	4.25557	3.84623	3.82077
1536	4.25638	3.71461	3.78545
1537	4.25717	3.63284	3.76325
1538	4.25792	3.56037	3.74386
1539	4.25861	3.47832	3.72166
1540	4.2592	3.52909	3.73559
1541	4.25968	3.59781	3.75498
1542	4.26001	3.664	3.77353
1543	4.26018	3.68257	3.77908
1544	4.26016	3.68242	3.77917
1545	4.25993	3.69182	3.78168
1546	4.25952	3.84582	3.82356
1547	4.25893	3.98281	3.86144
1548	4.2582	4.00875	3.86871
1549	4.25737	4.03111	3.87454
1550	4.25646	4.12277	3.89937
1551	4.2555	4.10515	3.89466
