Stunde im Jahr [h]	Var1.Raumlufttemperatur [C]	Var2.Raumlufttemperatur [C]	Var3.Raumlufttemperatur [C]
4543	12.0447	16.6411	15.0567
4544	12.0493	16.776	15.0979
4545	12.0537	17.0228	15.1681
4546	12.0579	17.3173	15.2523
4547	12.0618	17.4279	15.2865
4548	12.0656	17.552	15.3239
4549	12.0692	17.2514	15.2454
4550	12.0728	17.1481	15.219
4551	12.0764	16.8992	15.1538
4552	12.08	16.7153	15.1054
4553	12.0839	16.8432	15.1426
4554	12.0879	16.9384	15.1722
4555	12.0922	16.8573	15.1534
4556	12.0965	16.8002	15.1972
4557	12.101	16.7745	15.3822
4558	12.1055	16.7525	15.3619
4559	12.11	16.7374	15.3521
4560	12.1144	16.6943	15.3149
4561	12.1188	16.6399	15.2659
4562	12.123	16.6454	15.2753
4563	12.1272	16.6101	15.2462
4564	12.1313	16.5894	15.2294
4565	12.1352	16.5705	15.2152
4566	12.139	16.6054	15.2299
4567	12.1427	16.638	15.161
4568	12.1463	16.7042	15.1827
4569	12.1498	16.7738	15.2032
4570	12.1531	16.987	15.2634
4571	12.1563	17.2359	15.3343
4572	12.1594	17.3542	15.3698
4573	12.1625	17.3272	15.3652
4574	12.1654	17.4502	15.4012
4575	12.1684	17.5596	15.4341
4576	12.1714	17.4634	15.4109
4577	12.1746	17.2907	15.366
4578	12.1778	17.1966	15.3424
4579	12.1813	17.156	15.3338
4580	12.185	17.0034	15.3473
4581	12.1889	16.8799	15.4748
4582	12.1931	16.7926	15.3922
4583	12.1974	16.7789	15.3836
4584	12.2018	16.8195	15.4307
4585	12.2063	16.8695	15.4869
4586	12.2108	16.9101	15.5329
4587	12.2152	16.9273	15.5549
4588	12.2196	16.9059	15.539
4589	12.2238	16.9189	15.5555
4590	12.2279	16.8985	15.4931
4591	12.2318	17.0393	15.3798
4592	12.2356	17.3303	15.4644
4593	12.2393	17.5884	15.5363
4594	12.243	17.8673	15.6149
4595	12.2465	18.0551	15.6695
4596	12.25	18.2204	15.718
4597	12.2536	18.2509	15.73
4598	12.2571	18.2169	15.724
4599	12.2609	18.2351	15.7322
4600	12.2648	18.2125	15.7297
4601	12.2691	18.2229	15.7362
4602	12.2737	18.2317	15.7426
4603	12.2787	18.208	15.7405
4604	12.2841	18.1634	15.9151
4605	12.2898	18.0673	16.5257
4606	12.296	17.9999	16.4743
4607	12.3024	17.8894	16.3786
4608	12.309	17.7077	16.2076
4609	12.3158	17.6177	16.1261
4610	12.3227	17.4952	16.0106
4611	12.3296	17.4072	15.9287
4612	12.3366	17.3664	15.8935
4613	12.3435	17.3688	15.9011
4614	12.3502	17.4649	15.9479
4615	12.3568	17.6603	15.7585
4616	12.3632	17.9022	15.8203
4617	12.3694	18.1038	15.8775
4618	12.3753	18.2768	15.9279
4619	12.381	18.3876	15.9622
4620	12.3866	18.481	15.9918
4621	12.3921	18.6113	16.0314
4622	12.3975	18.8459	16.1004
4623	12.403	18.9389	16.1322
4624	12.4085	19.0675	16.1716
4625	12.4142	18.0487	15.8983
4626	12.42	17.9379	15.8716
4627	12.4261	17.9199	15.8692
4628	12.4325	17.9498	16.1131
4629	12.4391	17.9027	16.3006
4630	12.446	17.8507	16.253
4631	12.4529	17.781	16.1958
4632	12.4599	17.7559	16.1777
4633	12.4669	17.7084	16.138
4634	12.4736	17.6702	16.1057
4635	12.4802	17.6429	16.0835
4636	12.4866	17.5916	16.0383
4637	12.4927	17.5632	16.0145
4638	12.4986	17.5735	15.9549
4639	12.5042	17.6395	15.9048
4640	12.5096	17.8337	15.9627
4641	12.5147	18.094	16.0364
4642	12.5196	18.4249	16.1304
4643	12.5243	18.6812	16.2048
4644	12.5287	18.8755	16.2622
4645	12.533	18.7959	16.2448
4646	12.5372	18.7346	16.2313
4647	12.5414	18.9741	16.3002
4648	12.5457	18.9005	16.2849
4649	12.5502	18.864	16.2783
4650	12.5549	18.9576	16.308
4651	12.5599	18.9006	16.2971
4652	12.5653	18.7541	16.6552
4653	12.5709	18.5925	16.8982
4654	12.5769	18.3268	16.6501
4655	12.5832	18.1651	16.5028
4656	12.5896	18.0707	16.4193
4657	12.5962	18.0043	16.3616
4658	12.6029	17.9438	16.3083
4659	12.6097	17.925	16.2959
4660	12.6164	17.9464	16.323
4661	12.6229	17.9826	16.3648
4662	12.6294	18.0137	16.35
4663	12.6355	18.0503	16.1492
4664	12.6414	18.0687	16.199
4665	12.647	18.1613	16.2231
4666	12.6524	18.4116	16.2956
4667	12.6575	18.573	16.3439
4668	12.6623	18.6258	16.362
4669	12.667	18.5184	16.336
4670	12.6715	18.5331	16.343
4671	12.676	18.6076	16.368
4672	12.6804	18.6182	16.3741
4673	12.6848	18.5744	16.3655
4674	12.6892	18.486	16.345
4675	12.6938	18.1632	16.2602
4676	12.6985	18.0388	16.2595
4677	12.7033	17.8959	16.2404
4678	12.7082	17.7651	16.1158
4679	12.7131	17.6403	15.9997
4680	12.7181	17.5853	15.9519
4681	12.723	17.5275	15.9004
4682	12.7279	17.4483	15.827
4683	12.7325	17.3896	15.7738
4684	12.737	17.3096	15.6991
4685	12.7411	17.241	15.6357
4686	12.745	17.2885	15.7621
4687	12.7486	17.4585	16.0615
4688	12.7518	17.5681	16.0829
4689	12.7547	17.628	16.1104
4690	12.7572	17.7351	16.1432
4691	12.7595	17.8302	16.1728
4692	12.7615	17.9384	16.2044
4693	12.7632	18.1406	16.262
4694	12.7649	18.2732	16.301
4695	12.7664	18.0137	16.2319
4696	12.7679	17.8581	16.189
4697	12.7694	17.8879	16.1992
4698	12.771	17.8718	16.1957
4699	12.7727	17.8765	16.198
4700	12.7746	17.731	16.1491
4701	12.7767	17.5245	15.9731
4702	12.7789	17.4934	15.9473
4703	12.7812	17.4802	15.94
4704	12.7836	17.388	15.8532
4705	12.7861	17.2897	15.7601
4706	12.7886	17.1337	15.6091
4707	12.791	17.0249	15.5052
4708	12.7933	17.0194	15.5044
4709	12.7956	17.0014	15.4912
4710	12.7976	17.0144	15.6073
4711	12.7996	17.1609	15.9566
4712	12.8013	17.4506	16.024
4713	12.8028	17.7403	16.1166
4714	12.8041	17.8804	16.1584
4715	12.8051	17.9747	16.1872
4716	12.806	17.9319	16.1777
4717	12.8067	17.8467	16.1554
4718	12.8074	18.2227	16.2588
4719	12.8082	18.4467	16.3225
4720	12.809	18.4792	16.3331
4721	12.8101	18.491	16.3378
4722	12.8114	18.3915	16.3121
4723	12.8129	18.2458	16.2735
4724	12.8148	18.035	16.2773
4725	12.817	17.7945	16.276
4726	12.8195	17.6398	16.1266
4727	12.8224	17.6097	16.1018
4728	12.8256	17.6284	16.1274
4729	12.829	17.6015	16.1074
4730	12.8326	17.5063	16.0193
4731	12.8363	17.4668	15.9838
4732	12.8399	17.3151	15.8373
4733	12.8435	17.1553	15.6819
4734	12.847	17.1869	15.779
4735	12.8503	17.3919	16.0478
4736	12.8534	17.7783	16.1512
4737	12.8563	18.0877	16.2418
4738	12.8591	18.345	16.3167
4739	12.8616	18.4901	16.3604
4740	12.8639	18.6069	16.3954
4741	12.866	18.6999	16.4236
4742	12.8681	18.8286	16.4613
4743	12.8703	18.9948	16.5095
4744	12.8726	18.9738	16.5067
4745	12.8751	18.9759	16.5097
4746	12.8779	18.8952	16.4905
4747	12.8812	18.8699	16.4862
4748	12.8848	18.5961	16.5555
4749	12.8889	18.3593	16.7962
4750	12.8933	18.2247	16.6551
4751	12.8982	18.1536	16.5971
4752	12.9033	18.0268	16.4824
4753	12.9088	17.9536	16.4161
4754	12.9144	17.8716	16.3404
4755	12.9201	17.8005	16.275
4756	12.9257	17.7427	16.2225
4757	12.9313	17.7716	16.257
4758	12.9367	17.7678	16.249
4759	12.9419	17.9623	16.3107
4760	12.9468	18.3779	16.428
4761	12.9515	18.8097	16.5508
4762	12.9558	19.1721	16.6547
4763	12.9599	19.2952	16.6931
4764	12.9638	19.5369	16.7631
4765	12.9676	19.5471	16.7704
4766	12.9713	19.7596	16.8319
4767	12.975	19.8962	16.8739
4768	12.979	19.9279	16.8868
4769	12.9833	19.9815	16.9058
4770	12.9881	19.8687	16.8797
4771	12.9933	19.7033	16.8388
4772	12.999	19.3925	16.9804
4773	13.0052	19.124	17.3905
4774	13.012	19.018	17.3064
4775	13.0193	18.9384	17.2443
4776	13.0269	18.9063	17.2248
4777	13.0347	18.8572	17.1855
4778	13.0427	18.8129	17.1492
4779	13.0507	18.7654	17.1087
4780	13.0586	18.6656	17.0153
4781	13.0664	18.4503	16.8058
4782	13.074	18.4032	16.7249
4783	13.0814	18.6352	16.71
4784	13.0885	19.002	16.8102
4785	13.0953	19.4044	16.9236
4786	13.1019	19.7924	17.0347
4787	13.1081	20.0962	17.1237
4788	13.1142	20.278	17.1791
4789	13.12	20.4495	17.2311
4790	13.1258	20.4963	17.2499
4791	13.1317	20.6101	17.2856
4792	13.1378	20.613	17.2931
4793	13.1441	20.655	17.3093
4794	13.1507	20.5668	17.2918
4795	13.1578	20.4058	17.2538
4796	13.1652	20.1287	17.4443
4797	13.173	19.8823	17.988
4798	13.1812	19.7275	17.8536
4799	13.1898	19.7247	17.871
4800	13.1986	19.4627	17.6225
4801	13.2078	19.354	17.5239
4802	13.217	19.2584	17.4367
4803	13.2262	19.1311	17.3165
4804	13.2354	18.9717	17.1636
4805	13.2443	18.949	17.1472
4806	13.253	19.1073	17.1901
4807	13.2614	19.2484	17.1077
4808	13.2694	19.5154	17.1911
4809	13.277	19.7105	17.2464
4810	13.2842	19.5047	17.1925
4811	13.2911	19.4226	17.1737
4812	13.2975	19.6857	17.2521
4813	13.3036	19.9724	17.3363
4814	13.3095	20.08	17.3707
4815	13.3152	19.897	17.3257
4816	13.3209	19.4958	17.2197
4817	13.3264	19.5406	17.2348
4818	13.332	19.6673	17.2742
4819	13.3376	19.553	17.2477
4820	13.3433	19.4657	17.3984
4821	13.349	19.347	17.4981
4822	13.3548	19.3172	17.4657
4823	13.3606	19.2796	17.4413
4824	13.3664	19.255	17.4259
4825	13.3721	19.2741	17.4507
4826	13.3778	19.2262	17.4103
4827	13.3833	19.2081	17.3983
4828	13.3887	19.1619	17.3589
4829	13.394	19.1515	17.3539
4830	13.399	19.1708	17.3139
4831	13.4039	19.1873	17.2392
4832	13.4086	19.2266	17.2547
4833	13.4132	19.3425	17.2881
4834	13.4176	19.5933	17.3593
4835	13.4219	19.6868	17.3885
4836	13.426	19.9637	17.4673
4837	13.43	19.9081	17.4564
4838	13.4339	20.0352	17.4939
4839	13.4378	19.9521	17.4751
4840	13.4416	20.0911	17.5159
4841	13.4456	20.1137	17.5261
4842	13.4497	20.0327	17.5074
4843	13.454	19.8925	17.4725
4844	13.4585	19.732	17.6256
4845	13.4632	19.5231	17.6571
4846	13.4681	19.3335	17.491
4847	13.4733	19.2226	17.39
4848	13.4786	19.1253	17.3022
4849	13.484	19.0059	17.1905
4850	13.4894	18.9479	17.1394
4851	13.4949	18.8481	17.0459
4852	13.5002	18.7004	16.9042
4853	13.5054	18.6084	16.818
4854	13.5103	18.6393	16.9751
4855	13.515	18.7598	17.1918
4856	13.5193	18.8858	17.2232
4857	13.5233	19.1288	17.2959
4858	13.527	19.2065	17.3229
4859	13.5303	19.2651	17.3411
4860	13.5333	19.5032	17.4112
4861	13.536	19.4208	17.3933
4862	13.5385	19.5654	17.4321
4863	13.5409	19.4896	17.4155
4864	13.5431	19.5531	17.432
4865	13.5454	19.6826	17.4724
4866	13.5478	19.5986	17.4506
4867	13.5503	19.4285	17.4053
4868	13.553	19.3132	17.4429
4869	13.5558	19.2181	17.4606
4870	13.5588	19.0961	17.3435
4871	13.5619	18.913	17.1689
4872	13.5653	18.9067	17.1698
4873	13.5687	18.8706	17.1401
4874	13.5722	18.8387	17.1142
4875	13.5757	18.7954	17.0766
4876	13.5792	18.7364	17.0231
4877	13.5825	18.6708	16.9629
4878	13.5858	18.6525	17.0554
4879	13.5889	18.6049	17.1828
4880	13.5917	18.662	17.1927
4881	13.5944	18.6388	17.1944
4882	13.5969	18.6608	17.2017
4883	13.5993	18.7185	17.2205
4884	13.6014	18.8262	17.2518
4885	13.6033	18.8582	17.2625
4886	13.6051	18.8853	17.2712
4887	13.6067	18.9098	17.2791
4888	13.6083	18.9384	17.288
4889	13.6097	18.9405	17.2897
4890	13.6111	18.925	17.2863
4891	13.6125	18.8984	17.2799
4892	13.6139	18.8743	17.2674
4893	13.6154	18.8133	17.2091
4894	13.6169	18.7341	17.1351
4895	13.6185	18.67	17.076
4896	13.6201	18.6113	17.0223
4897	13.6218	18.5694	16.9854
4898	13.6236	18.5205	16.9413
4899	13.6254	18.4507	16.8765
4900	13.6272	18.3867	16.8174
4901	13.6289	18.346	16.7815
4902	13.6307	18.3424	16.913
4903	13.6324	18.3914	17.1098
4904	13.6339	18.4263	17.1112
4905	13.6354	18.3738	17.1054
4906	13.6368	18.3121	17.0902
4907	13.638	18.282	17.0834
4908	13.6392	18.2796	17.0837
4909	13.6402	18.3178	17.0948
4910	13.6412	18.4425	17.1295
4911	13.642	18.6288	17.1812
4912	13.6428	18.9185	17.2614
4913	13.6435	19.0317	17.2939
4914	13.6442	19.0541	17.3008
4915	13.6448	19.0269	17.294
4916	13.6455	18.9533	17.356
4917	13.6462	18.8959	17.4288
4918	13.647	18.8436	17.3751
4919	13.6481	18.7896	17.326
4920	13.6493	18.7356	17.278
4921	13.6508	18.6902	17.2377
4922	13.6525	18.6476	17.2001
4923	13.6544	18.6157	17.1731
4924	13.6565	18.605	17.1667
4925	13.6587	18.5991	17.1654
4926	13.6609	18.5973	17.1774
4927	13.6633	18.6403	17.2061
4928	13.6656	18.7465	17.2363
4929	13.6679	18.751	17.2396
4930	13.6703	18.838	17.2648
4931	13.6725	18.9841	17.3067
4932	13.6748	19.2179	17.3726
4933	13.677	19.356	17.4129
4934	13.6793	19.522	17.4604
4935	13.6815	19.5583	17.4728
4936	13.6839	19.7013	17.5139
4937	13.6863	19.6322	17.4979
4938	13.6889	18.9772	17.3208
4939	13.6917	18.6841	17.2402
4940	13.6947	18.6161	17.1855
4941	13.6981	18.4953	17.0516
4942	13.7017	18.4543	17.0156
4943	13.7055	18.4203	16.9886
4944	13.7095	18.4511	17.0239
4945	13.7135	18.4642	17.0424
4946	13.7174	18.4575	17.0406
4947	13.7212	18.4323	17.0197
4948	13.7248	18.4218	17.0141
4949	13.7282	18.4263	17.023
4950	13.7313	18.4443	17.0947
4951	13.7342	18.481	17.1788
4952	13.7368	18.5065	17.1863
4953	13.7393	18.633	17.2239
4954	13.7416	18.7272	17.2524
4955	13.7437	18.7561	17.2625
4956	13.7457	18.8762	17.297
4957	13.7476	18.8054	17.2795
4958	13.7494	18.9267	17.3136
4959	13.7512	18.891	17.3057
4960	13.753	18.9299	17.3173
4961	13.7549	18.9744	17.331
4962	13.7569	18.96	17.3286
4963	13.7589	18.8111	17.2893
4964	13.7611	18.6866	17.2699
4965	13.7634	18.524	17.1521
4966	13.7658	18.393	17.028
4967	13.7684	18.3056	16.9461
4968	13.7711	18.279	16.9249
4969	13.7738	18.2583	16.909
4970	13.7765	18.2422	16.8974
4971	13.7793	18.2019	16.8614
4972	13.7819	18.1636	16.8275
4973	13.7844	18.1313	16.7994
4974	13.7868	18.1381	16.9209
4975	13.789	18.1849	17.0866
4976	13.7911	18.3441	17.1305
4977	13.7929	18.4653	17.1689
4978	13.7946	18.533	17.19
4979	13.7961	18.5729	17.2032
4980	13.7975	18.5965	17.2109
4981	13.7987	18.688	17.237
4982	13.7999	18.8518	17.2836
4983	13.8011	18.9284	17.3057
4984	13.8023	19.0444	17.338
4985	13.8036	19.173	17.3754
4986	13.805	19.2172	17.3887
4987	13.8065	19.0524	17.3455
4988	13.8082	18.8847	17.4015
4989	13.8101	18.756	17.4389
4990	13.8123	18.6639	17.3489
4991	13.8147	18.6362	17.3293
4992	13.8173	18.6489	17.3483
4993	13.8202	18.6517	17.3564
4994	13.8232	18.6582	17.3678
4995	13.8264	18.6464	17.3604
4996	13.8296	18.5997	17.318
4997	13.8328	18.5378	17.2603
4998	13.836	18.5822	17.2789
4999	13.8392	18.6518	17.2706
5000	13.8423	18.7969	17.3169
5001	13.8454	19.1263	17.4074
5002	13.8483	19.2037	17.4327
5003	13.8513	19.2237	17.439
5004	13.8541	19.1919	17.4329
5005	13.857	19.4627	17.5085
5006	13.8598	19.7967	17.6038
5007	13.8628	19.989	17.6597
5008	13.8658	20.1107	17.6961
5009	13.869	20.0998	17.6967
5010	13.8724	19.9912	17.6697
5011	13.8761	19.7839	17.6159
5012	13.8801	19.5949	17.8307
5013	13.8844	19.4864	18.0852
5014	13.8893	19.369	17.9834
5015	13.8945	19.3626	17.9893
5016	13.8999	19.3554	17.9913
5017	13.9056	19.2691	17.9123
5018	13.9115	19.2429	17.8924
5019	13.9174	19.1993	17.8542
5020	13.9234	19.1648	17.8246
5021	13.9293	19.131	17.7955
5022	13.9351	19.1434	17.8086
5023	13.9408	19.2745	17.6114
5024	13.9464	19.3424	17.6257
5025	13.9518	19.8274	17.759
5026	13.9571	20.0043	17.8106
5027	13.9622	19.8562	17.7734
5028	13.9673	19.4603	17.6678
5029	13.9722	19.8079	17.7649
5030	13.9771	20.0885	17.8459
5031	13.9821	20.3425	17.9198
5032	13.9871	20.2623	17.9028
5033	13.9922	20.2868	17.9133
5034	13.9973	20.0986	17.866
5035	14.0026	20.0013	17.843
5036	14.0081	19.8827	18.0032
5037	14.0137	19.6764	18.2039
5038	14.0196	19.5614	18.1086
5039	14.0257	19.5129	18.073
5040	14.0318	19.474	18.0427
5041	14.0381	19.4048	17.9812
5042	14.0444	19.3039	17.8865
5043	14.0507	19.2339	17.8222
5044	14.0569	19.1917	17.7849
5045	14.063	19.1735	17.7723
5046	14.0689	19.2559	17.81
5047	14.0746	19.3272	17.7535
5048	14.08	19.4634	17.7959
5049	14.0852	19.6054	17.8376
5050	14.0901	19.603	17.8402
5051	14.0948	19.6955	17.8682
5052	14.0993	19.9198	17.9328
5053	14.1035	19.9616	17.9481
5054	14.1077	19.9557	17.9496
5055	14.1117	20.0135	17.9684
5056	14.1158	20.1339	18.0046
5057	14.1198	20.1018	17.9994
5058	14.124	19.9322	17.9561
5059	14.1282	19.7971	17.9218
5060	14.1326	19.65	17.9707
5061	14.1371	19.4512	17.9994
5062	14.1418	19.3657	17.9178
5063	14.1467	19.3078	17.8661
5064	14.1516	19.217	17.7836
5065	14.1566	19.1716	17.7432
5066	14.1616	19.1337	17.711
5067	14.1666	19.1143	17.6958
5068	14.1714	19.0395	17.6268
5069	14.176	18.977	17.5688
5070	14.1804	18.9444	17.5984
5071	14.1845	18.9832	17.73
5072	14.1884	19.2231	17.795
5073	14.1921	19.4352	17.8576
5074	14.1955	19.6249	17.9133
5075	14.1986	19.6195	17.9151
5076	14.2016	19.8164	17.9712
5077	14.2043	19.908	17.9992
5078	14.2069	20.0199	18.0321
5079	14.2095	20.0754	18.0498
5080	14.212	19.9997	18.0313
5081	14.2147	19.9636	18.0233
5082	14.2175	19.9069	18.0099
5083	14.2205	19.7426	17.9671
5084	14.2237	19.5266	17.9562
5085	14.2271	19.4207	17.9936
5086	14.2308	19.3509	17.9251
5087	14.2347	19.1867	17.7696
5088	14.2388	19.0507	17.6396
5089	14.243	18.934	17.5283
5090	14.2472	18.8777	17.4779
5091	14.2513	18.8201	17.4255
5092	14.2554	18.8523	17.4606
5093	14.2593	18.8549	17.4683
5094	14.263	18.8362	17.5387
5095	14.2664	18.8406	17.7138
5096	14.2696	18.9022	17.7292
5097	14.2724	18.9505	17.7471
5098	14.275	19.0788	17.7854
5099	14.2773	19.2474	17.8342
5100	14.2794	19.2309	17.8321
5101	14.2812	19.2588	17.8409
5102	14.2829	19.4047	17.8822
5103	14.2845	19.4295	17.8906
5104	14.286	19.4882	17.9076
5105	14.2875	19.4617	17.9017
5106	14.2891	19.3558	17.8736
5107	14.2907	19.1871	17.8282
5108	14.2924	18.9837	17.7097
5109	14.2943	18.7738	17.4572
5110	14.2962	18.5925	17.2692
5111	14.2984	18.4626	17.1444
5112	14.3006	18.3558	17.0419
5113	14.3029	18.2897	16.9801
5114	14.3051	18.2459	16.9404
5115	14.3073	18.1565	16.8552
5116	14.3094	18.1096	16.8124
5117	14.3112	18.0911	16.798
5118	14.3127	18.1356	17.0271
5119	14.314	18.3298	17.4927
5120	14.315	18.6008	17.5562
5121	14.3156	18.8106	17.6228
5122	14.316	18.9714	17.6707
5123	14.3161	19.1404	17.72
5124	14.3159	19.2641	17.7557
5125	14.3156	19.3309	17.7745
5126	14.3153	19.4517	17.8079
5127	14.315	19.3716	17.7864
5128	14.3148	19.4604	17.8105
5129	14.3148	19.3593	17.7854
5130	14.3151	19.2359	17.7498
5131	14.3157	19.1335	17.722
5132	14.3166	19.0384	17.7129
5133	14.3179	18.9392	17.6757
5134	14.3195	18.8811	17.6219
5135	14.3214	18.8154	17.562
5136	14.3236	18.7471	17.4987
5137	14.3259	18.7035	17.4597
5138	14.3283	18.6414	17.4018
5139	14.3308	18.6015	17.366
5140	14.3333	18.5893	17.3578
5141	14.3358	18.6006	17.3729
5142	14.3381	18.6163	17.4468
5143	14.3404	18.6214	17.5649
5144	14.3425	18.6089	17.5584
5145	14.3445	18.6178	17.5676
5146	14.3463	18.6202	17.5697
5147	14.3481	18.6627	17.583
5148	14.3496	18.6926	17.5927
5149	14.3511	18.6535	17.5829
5150	14.3525	18.6088	17.571
5151	14.3538	18.5814	17.5642
5152	14.3551	18.5325	17.5512
5153	14.3564	18.5027	17.5432
5154	14.3576	18.4702	17.5348
5155	14.3588	18.4368	17.5257
5156	14.3599	18.4199	17.4423
5157	14.3611	18.3898	17.2616
5158	14.3622	18.3709	17.2498
5159	14.3633	18.4212	17.3012
5160	14.3643	18.4976	17.3798
5161	14.3653	18.5658	17.4508
5162	14.3663	18.6017	17.4897
5163	14.3672	18.5891	17.4803
5164	14.368	18.5258	17.4203
5165	14.3688	18.4987	17.3965
5166	14.3696	18.4289	17.3869
5167	14.3704	18.4571	17.5031
5168	14.3712	18.7151	17.5688
5169	14.372	18.9174	17.6309
5170	14.3729	18.9907	17.6517
5171	14.3738	19.084	17.6784
5172	14.3748	19.173	17.704
5173	14.3758	19.2683	17.7311
5174	14.3768	19.3709	17.7603
5175	14.3781	19.4083	17.7719
5176	14.3794	19.3177	17.7483
5177	14.381	19.2145	17.721
5178	14.3828	18.6595	17.5703
5179	14.3849	18.5068	17.5276
5180	14.3872	18.4271	17.4363
5181	14.3899	18.3454	17.2359
5182	14.3927	18.2806	17.1823
5183	14.3957	18.2316	17.1389
5184	14.3988	18.2169	17.1266
5185	14.4019	18.1589	17.073
5186	14.4048	18.1134	17.0305
5187	14.4076	18.0684	16.9891
5188	14.4102	18.0483	16.9721
5189	14.4125	18.0313	16.9585
5190	14.4145	17.9892	17.052
5191	14.4163	18.0663	17.3505
5192	14.4178	18.2406	17.3935
5193	14.4191	18.4324	17.4513
5194	14.4202	18.6864	17.5243
5195	14.421	18.8937	17.5837
5196	14.4216	18.9641	17.6048
5197	14.4222	18.9838	17.6112
5198	14.4226	19.1835	17.6665
5199	14.4231	18.9396	17.6013
5200	14.4236	18.5182	17.4854
5201	14.4243	18.5231	17.4855
5202	14.4252	18.5949	17.5057
5203	14.4263	18.4784	17.4745
5204	14.4277	18.2281	17.3119
5205	14.4294	18.1392	17.0975
5206	14.4313	18.0593	17.0257
5207	14.4332	17.9651	16.937
5208	14.4352	17.931	16.905
5209	14.4373	17.8834	16.8609
5210	14.4392	17.8115	16.7924
5211	14.4411	17.7513	16.7352
5212	14.4428	17.6762	16.6635
5213	14.4443	17.602	16.5923
5214	14.4455	17.6023	16.7709
5215	14.4466	17.7202	17.1803
5216	14.4474	17.938	17.2325
5217	14.448	18.2447	17.3231
5218	14.4483	18.4996	17.3972
5219	14.4484	18.6967	17.4538
5220	14.4483	18.717	17.4611
5221	14.4481	18.5773	17.4235
5222	14.4478	18.6098	17.4319
5223	14.4475	18.7283	17.4643
5224	14.4474	18.708	17.4592
5225	14.4474	18.3414	17.3588
5226	14.4477	18.3233	17.3524
5227	14.4482	18.2963	17.3453
5228	14.449	18.2204	17.2911
5229	14.4501	18.1815	17.2191
5230	14.4515	18.179	17.2124
5231	14.453	18.1745	17.2112
5232	14.4546	18.1643	17.204
5233	14.4563	18.117	17.1597
5234	14.458	18.0636	17.1093
5235	14.4597	18.0468	17.0955
5236	14.4614	18.0411	17.0928
5237	14.463	18.0532	17.1078
5238	14.4646	18.0622	17.1638
5239	14.466	18.0817	17.2659
5240	14.4675	18.1403	17.2781
5241	14.4688	18.2931	17.3245
5242	14.4701	18.5351	17.3925
5243	14.4712	18.4813	17.3807
5244	14.4724	18.5357	17.3949
5245	14.4735	18.6303	17.4231
5246	14.4746	18.7061	17.444
5247	14.4757	18.809	17.4732
5248	14.4769	18.9289	17.5076
5249	14.4782	18.9348	17.5107
5250	14.4797	18.7534	17.462
5251	14.4814	18.6029	17.4209
5252	14.4832	18.4851	17.4247
5253	14.4853	18.3546	17.3973
5254	14.4876	18.1886	17.2342
5255	14.4901	18.0789	17.1304
5256	14.4927	18.0142	17.0702
5257	14.4955	17.9752	17.0352
5258	14.4984	17.9457	17.0092
5259	14.5013	17.8778	16.9445
5260	14.5041	17.8578	16.9276
5261	14.5068	17.8896	16.9625
5262	14.5093	17.9306	17.0701
5263	14.5116	17.9704	17.2231
5264	14.5137	18.0759	17.2483
5265	14.5156	18.2214	17.2966
5266	14.5173	18.478	17.3688
5267	14.5188	18.6997	17.4327
5268	14.5201	18.8763	17.4825
5269	14.5213	18.9931	17.5165
5270	14.5224	19.0175	17.5246
5271	14.5235	19.1158	17.5522
5272	14.5247	19.1111	17.5527
5273	14.526	19.1402	17.5615
5274	14.5276	19.0547	17.5403
5275	14.5294	18.8804	17.493
5276	14.5316	18.6462	17.4936
5277	14.5341	18.5068	17.5325
5278	14.5368	18.4112	17.439
5279	14.54	18.3122	17.3477
5280	14.5433	18.1627	17.2039
5281	14.5469	18.0668	17.1125
5282	14.5505	18.0247	17.0743
5283	14.5542	17.9949	17.048
5284	14.5578	17.9134	16.9698
5285	14.5613	17.8367	16.8962
5286	14.5646	17.7888	16.9576
5287	14.5677	17.913	17.2239
5288	14.5705	18.2574	17.3084
5289	14.5731	18.4876	17.383
5290	14.5754	18.6476	17.4291
5291	14.5774	18.6856	17.4425
5292	14.5792	18.8515	17.4898
5293	14.5808	18.918	17.5102
5294	14.5822	18.8489	17.4929
5295	14.5836	18.409	17.3737
5296	14.5851	18.4109	17.3734
5297	14.5867	18.5634	17.4163
5298	14.5885	18.6416	17.4391
5299	14.5905	18.5712	17.4214
5300	14.5927	18.3383	17.3512
5301	14.595	18.1597	17.2163
5302	14.5974	18.0891	17.1478
5303	14.6	18.0093	17.0729
5304	14.6026	17.9082	16.977
5305	14.6052	17.8639	16.9357
5306	14.6078	17.8848	16.9588
5307	14.6103	17.8768	16.955
5308	14.6127	17.8788	16.9592
5309	14.615	17.8261	16.9096
5310	14.617	17.7929	16.9746
5311	14.6189	17.8577	17.1925
5312	14.6205	18.0165	17.2326
5313	14.622	18.2436	17.299
5314	14.6233	18.4101	17.3477
5315	14.6243	18.5168	17.379
5316	14.6253	18.6261	17.4105
5317	14.6261	18.673	17.4246
5318	14.6269	18.6722	17.4253
5319	14.6276	18.6413	17.4175
5320	14.6285	18.6464	17.4194
5321	14.6294	18.5454	17.3925
5322	14.6306	18.3478	17.3389
5323	14.632	18.1357	17.281
5324	14.6336	17.9839	17.1766
5325	14.6354	17.9204	17.0117
5326	14.6374	17.8095	16.9077
5327	14.6396	17.6648	16.7682
5328	14.6418	17.547	16.6533
5329	14.6441	17.4795	16.5886
5330	14.6463	17.403	16.5146
