Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.1 Wärmeleitung [W/m2]	Variante 8.1 Oberflächentemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.2 Wärmeleitung [W/m2]	Variante 8.2 Oberflächentemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.3 Wärmeleitung [W/m2]	Variante 8.3 Oberflächentemperatur [C]
5288	40.8218	6.45161	38.2412	38.2412	-3.03E-09	38.2412	38.7012	9.38028	34.9491
5289	40.8218	6.45161	38.2412	38.2412	-3.02E-09	38.2412	40.5668	13.3519	35.2261
5290	40.8218	6.45161	38.2412	38.2412	-3.01E-09	38.2412	40.7228	13.3654	35.3767
5291	40.8218	6.45161	38.2412	38.2412	-3.00E-09	38.2412	40.833	13.3506	35.4927
5292	40.8218	6.45161	38.2412	38.2412	-2.99E-09	38.2412	39.8048	10.805	35.4828
5293	40.8218	6.45161	38.2412	38.2412	-2.98E-09	38.2412	39.851	10.8218	35.5223
5294	40.8218	6.45161	38.2412	38.2412	-2.97E-09	38.2412	41.0239	13.3701	35.6758
5295	40.8218	6.45161	38.2412	38.2412	-2.96E-09	38.2412	41.1194	13.3727	35.7703
5296	40.8218	6.45161	38.2412	38.2412	-2.95E-09	38.2412	41.2022	13.3699	35.8543
5297	40.8218	6.45161	38.2412	38.2412	-2.94E-09	38.2412	39.4605	9.24136	35.7639
5298	40.8218	6.45161	38.2412	38.2412	-2.93E-09	38.2412	37.1605	4.04767	35.5414
5299	40.8218	6.45161	38.2412	38.2412	-2.93E-09	38.2412	35.3017	0.0267396	35.291
5300	40.8218	6.45161	38.2412	38.2412	-2.92E-09	38.2412	35.1728	0.0173762	35.1659
5301	40.8218	6.45161	38.2412	38.2412	-2.91E-09	38.2412	35.0799	0.0133742	35.0745
5302	40.8218	6.45161	38.2412	38.2412	-2.90E-09	38.2412	35.0052	0.0111184	35.0007
5303	40.8218	6.45161	38.2412	38.2412	-2.89E-09	38.2412	34.9411	0.00978885	34.9372
5304	40.8218	6.45161	38.2412	38.2412	-2.88E-09	38.2412	34.8834	0.00902508	34.8798
5305	40.8218	6.45161	38.2412	38.2412	-2.87E-09	38.2412	34.8295	0.00857373	34.8261
5306	40.8218	6.45161	38.2412	38.2412	-2.86E-09	38.2412	34.7778	0.00828858	34.7745
5307	40.8218	6.45161	38.2412	38.2412	-2.85E-09	38.2412	34.7275	0.00810782	34.7242
5308	40.8218	6.45161	38.2412	38.2412	-2.84E-09	38.2412	34.678	0.00799356	34.6748
5309	40.8218	6.45161	38.2412	38.2412	-2.83E-09	38.2412	34.6291	0.00791838	34.626
5310	40.8218	6.45161	38.2412	38.2412	-2.82E-09	38.2412	34.581	0.00862144	34.5776
5311	40.8218	6.45161	38.2412	38.2412	-2.81E-09	38.2412	36.3246	4.06519	34.6986
5312	40.8218	6.45161	38.2412	38.2412	-2.80E-09	38.2412	38.7591	9.52436	34.9493
5313	40.8218	6.45161	38.2412	38.2412	-2.79E-09	38.2412	40.5692	13.3568	35.2265
5314	40.8218	6.45161	38.2412	38.2412	-2.78E-09	38.2412	40.7231	13.3657	35.3769
5315	40.8218	6.45161	38.2412	38.2412	-2.77E-09	38.2412	40.7904	13.244	35.4928
5316	40.8218	6.45161	38.2412	38.2412	-2.77E-09	38.2412	39.8033	10.8016	35.4826
5317	40.8218	6.45161	38.2412	38.2412	-2.76E-09	38.2412	39.8428	10.8013	35.5223
5318	40.8218	6.45161	38.2412	38.2412	-2.75E-09	38.2412	41.0239	13.371	35.6755
5319	40.8218	6.45161	38.2412	38.2412	-2.74E-09	38.2412	41.1192	13.3726	35.7701
5320	40.8218	6.45161	38.2412	38.2412	-2.73E-09	38.2412	41.2019	13.3692	35.8542
5321	40.8218	6.45161	38.2412	38.2412	-2.72E-09	38.2412	39.4609	9.24257	35.7639
5322	40.8218	6.45161	38.2412	38.2412	-2.71E-09	38.2412	37.1614	4.05043	35.5413
5323	40.8218	6.45161	38.2412	38.2412	-2.70E-09	38.2412	35.3015	0.02682	35.2908
5324	40.8218	6.45161	38.2412	38.2412	-2.69E-09	38.2412	35.1724	0.0171704	35.1655
5325	40.8218	6.45161	38.2412	38.2412	-2.69E-09	38.2412	35.0795	0.0133173	35.0742
5326	40.8218	6.45161	38.2412	38.2412	-2.68E-09	38.2412	35.005	0.011105	35.0006
5327	40.8218	6.45161	38.2412	38.2412	-2.67E-09	38.2412	34.9408	0.00970666	34.937
5328	40.8218	6.45161	38.2412	38.2412	-2.66E-09	38.2412	34.8829	0.00891856	34.8793
5329	40.8218	6.45161	38.2412	38.2412	-2.65E-09	38.2412	34.829	0.00851521	34.8256
5330	40.8218	6.45161	38.2412	38.2412	-2.64E-09	38.2412	34.7774	0.00826843	34.7741
5331	40.8218	6.45161	38.2412	38.2412	-2.63E-09	38.2412	34.7272	0.00810059	34.7239
5332	40.8218	6.45161	38.2412	38.2412	-2.62E-09	38.2412	34.6778	0.00798878	34.6746
5333	40.8218	6.45161	38.2412	38.2412	-2.61E-09	38.2412	34.629	0.00791504	34.6258
5334	40.8218	6.45161	38.2412	38.2412	-2.61E-09	38.2412	34.5856	0.0205228	34.5774
5335	40.8218	6.45161	38.2412	38.2412	-2.60E-09	38.2412	36.3328	4.08602	34.6984
5336	40.8218	6.45161	38.2412	38.2412	-2.59E-09	38.2412	38.6842	9.33852	34.9488
5337	40.8218	6.45161	38.2412	38.2412	-2.58E-09	38.2412	40.5685	13.3566	35.2259
5338	40.8218	6.45161	38.2412	38.2412	-2.57E-09	38.2412	40.7225	13.3652	35.3764
5339	40.8218	6.45161	38.2412	38.2412	-2.56E-09	38.2412	40.839	13.366	35.4926
5340	40.8218	6.45161	38.2412	38.2412	-2.56E-09	38.2412	39.8042	10.804	35.4826
5341	40.8218	6.45161	38.2412	38.2412	-2.55E-09	38.2412	39.8793	10.8926	35.5222
5342	40.8218	6.45161	38.2412	38.2412	-2.54E-09	38.2412	41.0234	13.3699	35.6754
5343	40.8218	6.45161	38.2412	38.2412	-2.53E-09	38.2412	41.1192	13.3727	35.7701
5344	40.8218	6.45161	38.2412	38.2412	-2.52E-09	38.2412	41.1784	13.3109	35.8541
5345	40.8218	6.45161	38.2412	38.2412	-2.51E-09	38.2412	39.4521	9.22244	35.7631
5346	40.8218	6.45161	38.2412	38.2412	-2.51E-09	38.2412	37.1176	3.94113	35.5411
5347	40.8218	6.45161	38.2412	38.2412	-2.50E-09	38.2412	35.3005	0.0253781	35.2903
5348	40.8218	6.45161	38.2412	38.2412	-2.49E-09	38.2412	35.1726	0.0175753	35.1655
5349	40.8218	6.45161	38.2412	38.2412	-2.48E-09	38.2412	35.0795	0.0133889	35.0741
5350	40.8218	6.45161	38.2412	38.2412	-2.47E-09	38.2412	35.005	0.0111522	35.0006
5351	40.8218	6.45161	38.2412	38.2412	-2.46E-09	38.2412	34.9411	0.00984185	34.9372
5352	40.8218	6.45161	38.2412	38.2412	-2.46E-09	38.2412	34.8834	0.00906607	34.8798
5353	40.8218	6.45161	38.2412	38.2412	-2.45E-09	38.2412	34.8294	0.0085933	34.826
5354	40.8218	6.45161	38.2412	38.2412	-2.44E-09	38.2412	34.7776	0.00829944	34.7743
5355	40.8218	6.45161	38.2412	38.2412	-2.43E-09	38.2412	34.7272	0.00811656	34.7239
5356	40.8218	6.45161	38.2412	38.2412	-2.42E-09	38.2412	34.6777	0.00800205	34.6745
5357	40.8218	6.45161	38.2412	38.2412	-2.42E-09	38.2412	34.6289	0.00792567	34.6257
5358	40.8218	6.45161	38.2412	38.2412	-2.41E-09	38.2412	34.5831	0.0145717	34.5773
5359	40.8218	6.45161	38.2412	38.2412	-2.40E-09	38.2412	36.3097	4.02848	34.6983
5360	40.8218	6.45161	38.2412	38.2412	-2.39E-09	38.2412	38.6941	9.36327	34.9488
5361	40.8218	6.45161	38.2412	38.2412	-2.38E-09	38.2412	40.5661	13.3509	35.2257
5362	40.8218	6.45161	38.2412	38.2412	-2.38E-09	38.2412	40.7225	13.3654	35.3764
5363	40.8218	6.45161	38.2412	38.2412	-2.37E-09	38.2412	40.837	13.3614	35.4925
5364	40.8218	6.45161	38.2412	38.2412	-2.36E-09	38.2412	39.8023	10.8003	35.4822
5365	40.8218	6.45161	38.2412	38.2412	-2.35E-09	38.2412	39.8574	10.8386	35.522
5366	40.8218	6.45161	38.2412	38.2412	-2.35E-09	38.2412	41.0242	13.3721	35.6753
5367	40.8218	6.45161	38.2412	38.2412	-2.34E-09	38.2412	41.1189	13.3725	35.7699
5368	40.8218	6.45161	38.2412	38.2412	-2.33E-09	38.2412	41.1965	13.3562	35.854
5369	40.8218	6.45161	38.2412	38.2412	-2.32E-09	38.2412	39.4887	9.31281	35.7636
5370	40.8218	6.45161	38.2412	38.2412	-2.31E-09	38.2412	37.1294	3.97025	35.5413
5371	40.8218	6.45161	38.2412	38.2412	-2.31E-09	38.2412	35.3006	0.0254795	35.2904
5372	40.8218	6.45161	38.2412	38.2412	-2.30E-09	38.2412	35.1728	0.0179874	35.1657
5373	40.8218	6.45161	38.2412	38.2412	-2.29E-09	38.2412	35.0796	0.0133945	35.0742
5374	40.8218	6.45161	38.2412	38.2412	-2.28E-09	38.2412	35.005	0.0111569	35.0006
5375	40.8218	6.45161	38.2412	38.2412	-2.28E-09	38.2412	34.9411	0.00984388	34.9372
5376	40.8218	6.45161	38.2412	38.2412	-2.27E-09	38.2412	34.8835	0.00906712	34.8798
5377	40.8218	6.45161	38.2412	38.2412	-2.26E-09	38.2412	34.8294	0.00859577	34.826
5378	40.8218	6.45161	38.2412	38.2412	-2.26E-09	38.2412	34.7776	0.0083027	34.7743
5379	40.8218	6.45161	38.2412	38.2412	-2.25E-09	38.2412	34.7272	0.00811849	34.724
5380	40.8218	6.45161	38.2412	38.2412	-2.24E-09	38.2412	34.6777	0.00800206	34.6745
5381	40.8218	6.45161	38.2412	38.2412	-2.23E-09	38.2412	34.6289	0.00792491	34.6257
5382	40.8218	6.45161	38.2412	38.2412	-2.23E-09	38.2412	34.5817	0.0109405	34.5773
5383	40.8218	6.45161	38.2412	38.2412	-2.22E-09	38.2412	36.3112	4.03261	34.6981
5384	40.8218	6.45161	38.2412	38.2412	-2.21E-09	38.2412	38.7028	9.38572	34.9485
5385	40.8218	6.45161	38.2412	38.2412	-2.20E-09	38.2412	40.5688	13.3574	35.2259
5386	40.8218	6.45161	38.2412	38.2412	-2.20E-09	38.2412	40.7226	13.3655	35.3764
5387	40.8218	6.45161	38.2412	38.2412	-2.19E-09	38.2412	40.8401	13.3689	35.4926
5388	40.8218	6.45161	38.2412	38.2412	-2.18E-09	38.2412	39.8019	10.7993	35.4822
5389	40.8218	6.45161	38.2412	38.2412	-2.17E-09	38.2412	39.8516	10.8241	35.522
5390	40.8218	6.45161	38.2412	38.2412	-2.17E-09	38.2412	41.0234	13.3704	35.6753
5391	40.8218	6.45161	38.2412	38.2412	-2.16E-09	38.2412	41.1188	13.3723	35.7699
5392	40.8218	6.45161	38.2412	38.2412	-2.15E-09	38.2412	41.2011	13.3678	35.8539
5393	40.8218	6.45161	38.2412	38.2412	-2.15E-09	38.2412	39.4834	9.29919	35.7637
5394	40.8218	6.45161	38.2412	38.2412	-2.14E-09	38.2412	37.1535	4.031	35.5411
5395	40.8218	6.45161	38.2412	38.2412	-2.13E-09	38.2412	35.3016	0.0268621	35.2909
5396	40.8218	6.45161	38.2412	38.2412	-2.12E-09	38.2412	35.1729	0.0179286	35.1657
5397	40.8218	6.45161	38.2412	38.2412	-2.12E-09	38.2412	35.0797	0.0133505	35.0743
5398	40.8218	6.45161	38.2412	38.2412	-2.11E-09	38.2412	35.0052	0.0111559	35.0007
5399	40.8218	6.45161	38.2412	38.2412	-2.10E-09	38.2412	34.9413	0.00984427	34.9374
5400	40.8218	6.45161	38.2412	38.2412	-2.10E-09	38.2412	34.8835	0.00906253	34.8799
5401	40.8218	6.45161	38.2412	38.2412	-2.09E-09	38.2412	34.8294	0.00858503	34.826
5402	40.8218	6.45161	38.2412	38.2412	-2.08E-09	38.2412	34.7777	0.00829611	34.7743
5403	40.8218	6.45161	38.2412	38.2412	-2.08E-09	38.2412	34.7273	0.00811821	34.7241
5404	40.8218	6.45161	38.2412	38.2412	-2.07E-09	38.2412	34.6779	0.00800244	34.6747
5405	40.8218	6.45161	38.2412	38.2412	-2.06E-09	38.2412	34.629	0.0079231	34.6258
5406	40.8218	6.45161	38.2412	38.2412	-2.06E-09	38.2412	34.6588	0.202126	34.5779
5407	40.8218	6.45161	38.2412	38.2412	-2.05E-09	38.2412	36.315	4.04035	34.6989
5408	40.8218	6.45161	38.2412	38.2412	-2.04E-09	38.2412	38.6854	9.34094	34.949
5409	40.8218	6.45161	38.2412	38.2412	-2.04E-09	38.2412	40.5692	13.3574	35.2262
5410	40.8218	6.45161	38.2412	38.2412	-2.03E-09	38.2412	40.7229	13.3658	35.3766
5411	40.8218	6.45161	38.2412	38.2412	-2.02E-09	38.2412	40.8166	13.3099	35.4927
5412	40.8218	6.45161	38.2412	38.2412	-2.02E-09	38.2412	39.8029	10.8011	35.4825
5413	40.8218	6.45161	38.2412	38.2412	-2.01E-09	38.2412	39.8766	10.8856	35.5223
5414	40.8218	6.45161	38.2412	38.2412	-2.00E-09	38.2412	41.0239	13.3701	35.6758
5415	40.8218	6.45161	38.2412	38.2412	-2.00E-09	38.2412	41.1194	13.3727	35.7703
5416	40.8218	6.45161	38.2412	38.2412	-1.99E-09	38.2412	41.2029	13.3717	35.8543
5417	40.8218	6.45161	38.2412	38.2412	-1.98E-09	38.2412	39.5023	9.34564	35.7641
5418	40.8218	6.45161	38.2412	38.2412	-1.98E-09	38.2412	37.124	3.95599	35.5416
5419	40.8218	6.45161	38.2412	38.2412	-1.97E-09	38.2412	35.3008	0.0253088	35.2907
5420	40.8218	6.45161	38.2412	38.2412	-1.96E-09	38.2412	35.1727	0.0174846	35.1657
5421	40.8218	6.45161	38.2412	38.2412	-1.96E-09	38.2412	35.0797	0.0133791	35.0744
5422	40.8218	6.45161	38.2412	38.2412	-1.95E-09	38.2412	35.0052	0.0111291	35.0007
5423	40.8218	6.45161	38.2412	38.2412	-1.94E-09	38.2412	34.9411	0.00979478	34.9372
5424	40.8218	6.45161	38.2412	38.2412	-1.94E-09	38.2412	34.8833	0.00902187	34.8797
5425	40.8218	6.45161	38.2412	38.2412	-1.93E-09	38.2412	34.8294	0.00856742	34.8259
5426	40.8218	6.45161	38.2412	38.2412	-1.93E-09	38.2412	34.7777	0.00828808	34.7744
5427	40.8218	6.45161	38.2412	38.2412	-1.92E-09	38.2412	34.7274	0.008112	34.7241
5428	40.8218	6.45161	38.2412	38.2412	-1.91E-09	38.2412	34.6779	0.00799779	34.6747
5429	40.8218	6.45161	38.2412	38.2412	-1.91E-09	38.2412	34.6291	0.00792361	34.6259
5430	40.8218	6.45161	38.2412	38.2412	-1.90E-09	38.2412	34.5839	0.0158457	34.5775
5431	40.8218	6.45161	38.2412	38.2412	-1.89E-09	38.2412	36.3165	4.04519	34.6985
5432	40.8218	6.45161	38.2412	38.2412	-1.89E-09	38.2412	38.7717	9.55559	34.9494
5433	40.8218	6.45161	38.2412	38.2412	-1.88E-09	38.2412	40.5692	13.3571	35.2264
5434	40.8218	6.45161	38.2412	38.2412	-1.88E-09	38.2412	40.7231	13.3657	35.3768
5435	40.8218	6.45161	38.2412	38.2412	-1.87E-09	38.2412	40.8379	13.3624	35.4929
5436	40.8218	6.45161	38.2412	38.2412	-1.86E-09	38.2412	39.8036	10.8021	35.4827
5437	40.8218	6.45161	38.2412	38.2412	-1.86E-09	38.2412	39.843	10.8018	35.5223
5438	40.8218	6.45161	38.2412	38.2412	-1.85E-09	38.2412	41.0237	13.3705	35.6755
5439	40.8218	6.45161	38.2412	38.2412	-1.84E-09	38.2412	41.1193	13.3725	35.7703
5440	40.8218	6.45161	38.2412	38.2412	-1.84E-09	38.2412	41.2008	13.3662	35.8543
5441	40.8218	6.45161	38.2412	38.2412	-1.83E-09	38.2412	39.4605	9.24167	35.7639
5442	40.8218	6.45161	38.2412	38.2412	-1.83E-09	38.2412	37.1622	4.05129	35.5417
5443	40.8218	6.45161	38.2412	38.2412	-1.82E-09	38.2412	35.3014	0.0257096	35.2911
5444	40.8218	6.45161	38.2412	38.2412	-1.81E-09	38.2412	35.1727	0.0173892	35.1658
5445	40.8218	6.45161	38.2412	38.2412	-1.81E-09	38.2412	35.0799	0.0132628	35.0746
5446	40.8218	6.45161	38.2412	38.2412	-1.80E-09	38.2412	35.0054	0.0111474	35.001
5447	40.8218	6.45161	38.2412	38.2412	-1.80E-09	38.2412	34.9415	0.00983428	34.9376
5448	40.8218	6.45161	38.2412	38.2412	-1.79E-09	38.2412	34.8838	0.00906449	34.8802
5449	40.8218	6.45161	38.2412	38.2412	-1.78E-09	38.2412	34.8299	0.00859718	34.8264
5450	40.8218	6.45161	38.2412	38.2412	-1.78E-09	38.2412	34.7781	0.00830852	34.7748
5451	40.8218	6.45161	38.2412	38.2412	-1.77E-09	38.2412	34.7277	0.00812448	34.7244
5452	40.8218	6.45161	38.2412	38.2412	-1.77E-09	38.2412	34.6782	0.0080044	34.675
5453	40.8218	6.45161	38.2412	38.2412	-1.76E-09	38.2412	34.6293	0.00792433	34.6261
5454	40.8218	6.45161	38.2412	38.2412	-1.76E-09	38.2412	34.6105	0.0816442	34.5778
5455	40.8218	6.45161	38.2412	38.2412	-1.75E-09	38.2412	36.3412	4.10568	34.699
5456	40.8218	6.45161	38.2412	38.2412	-1.74E-09	38.2412	38.6947	9.36336	34.9494
5457	40.8218	6.45161	38.2412	38.2412	-1.74E-09	38.2412	40.5675	13.3534	35.2262
5458	40.8218	6.45161	38.2412	38.2412	-1.73E-09	38.2412	40.7232	13.3656	35.3769
5459	40.8218	6.45161	38.2412	38.2412	-1.73E-09	38.2412	40.8317	13.3466	35.493
5460	40.8218	6.45161	38.2412	38.2412	-1.72E-09	38.2412	39.8051	10.8052	35.483
5461	40.8218	6.45161	38.2412	38.2412	-1.72E-09	38.2412	39.858	10.8389	35.5225
5462	40.8218	6.45161	38.2412	38.2412	-1.71E-09	38.2412	41.0235	13.3695	35.6757
5463	40.8218	6.45161	38.2412	38.2412	-1.70E-09	38.2412	41.1198	13.3728	35.7707
5464	40.8218	6.45161	38.2412	38.2412	-1.70E-09	38.2412	41.2009	13.3655	35.8547
5465	40.8218	6.45161	38.2412	38.2412	-1.69E-09	38.2412	39.5004	9.34033	35.7643
5466	40.8218	6.45161	38.2412	38.2412	-1.69E-09	38.2412	37.1513	4.02316	35.5421
5467	40.8218	6.45161	38.2412	38.2412	-1.68E-09	38.2412	35.3009	0.0244415	35.2911
5468	40.8218	6.45161	38.2412	38.2412	-1.68E-09	38.2412	35.1732	0.0176577	35.1661
5469	40.8218	6.45161	38.2412	38.2412	-1.67E-09	38.2412	35.0801	0.0133686	35.0748
5470	40.8218	6.45161	38.2412	38.2412	-1.67E-09	38.2412	35.0056	0.011159	35.0012
5471	40.8218	6.45161	38.2412	38.2412	-1.66E-09	38.2412	34.9417	0.00984133	34.9378
5472	40.8218	6.45161	38.2412	38.2412	-1.65E-09	38.2412	34.884	0.00906623	34.8804
5473	40.8218	6.45161	38.2412	38.2412	-1.65E-09	38.2412	34.83	0.00859369	34.8265
5474	40.8218	6.45161	38.2412	38.2412	-1.64E-09	38.2412	34.7782	0.00829939	34.7748
5475	40.8218	6.45161	38.2412	38.2412	-1.64E-09	38.2412	34.7278	0.00811682	34.7245
5476	40.8218	6.45161	38.2412	38.2412	-1.63E-09	38.2412	34.6783	0.00800275	34.6751
5477	40.8218	6.45161	38.2412	38.2412	-1.63E-09	38.2412	34.6295	0.00792692	34.6263
5478	40.8218	6.45161	38.2412	38.2412	-1.62E-09	38.2412	34.584	0.0152207	34.5779
5479	40.8218	6.45161	38.2412	38.2412	-1.62E-09	38.2412	36.3189	4.05014	34.6989
5480	40.8218	6.45161	38.2412	38.2412	-1.61E-09	38.2412	38.6931	9.35934	34.9494
5481	40.8218	6.45161	38.2412	38.2412	-1.61E-09	38.2412	40.569	13.3564	35.2265
5482	40.8218	6.45161	38.2412	38.2412	-1.60E-09	38.2412	40.7231	13.3655	35.3769
5483	40.8218	6.45161	38.2412	38.2412	-1.60E-09	38.2412	40.8244	13.3279	35.4932
5484	40.8218	6.45161	38.2412	38.2412	-1.59E-09	38.2412	39.8078	10.8123	35.4829
5485	40.8218	6.45161	38.2412	38.2412	-1.59E-09	38.2412	39.8425	10.7999	35.5226
5486	40.8218	6.45161	38.2412	38.2412	-1.58E-09	38.2412	41.0221	13.3666	35.6754
5487	40.8218	6.45161	38.2412	38.2412	-1.57E-09	38.2412	41.1191	13.3723	35.7702
5488	40.8218	6.45161	38.2412	38.2412	-1.57E-09	38.2412	41.1821	13.3195	35.8543
5489	40.8218	6.45161	38.2412	38.2412	-1.56E-09	38.2412	39.4825	9.29628	35.764
5490	40.8218	6.45161	38.2412	38.2412	-1.56E-09	38.2412	37.1615	4.04892	35.5419
5491	40.8218	6.45161	38.2412	38.2412	-1.55E-09	38.2412	35.3039	0.0316622	35.2913
5492	40.8218	6.45161	38.2412	38.2412	-1.55E-09	38.2412	35.1731	0.0176205	35.166
5493	40.8218	6.45161	38.2412	38.2412	-1.54E-09	38.2412	35.08	0.0133788	35.0747
5494	40.8218	6.45161	38.2412	38.2412	-1.54E-09	38.2412	35.0055	0.0111579	35.001
5495	40.8218	6.45161	38.2412	38.2412	-1.53E-09	38.2412	34.9416	0.00984576	34.9377
5496	40.8218	6.45161	38.2412	38.2412	-1.53E-09	38.2412	34.884	0.00908023	34.8804
5497	40.8218	6.45161	38.2412	38.2412	-1.52E-09	38.2412	34.83	0.00860573	34.8266
5498	40.8218	6.45161	38.2412	38.2412	-1.52E-09	38.2412	34.7781	0.00830554	34.7748
5499	40.8218	6.45161	38.2412	38.2412	-1.51E-09	38.2412	34.7277	0.00811905	34.7244
5500	40.8218	6.45161	38.2412	38.2412	-1.51E-09	38.2412	34.6782	0.00800167	34.675
5501	40.8218	6.45161	38.2412	38.2412	-1.50E-09	38.2412	34.6293	0.0079238	34.6262
5502	40.8218	6.45161	38.2412	38.2412	-1.50E-09	38.2412	34.5809	0.00789006	34.5777
5503	40.8218	6.45161	38.2412	38.2412	-1.49E-09	38.2412	36.3415	4.1083	34.6981
5504	40.8218	6.45161	38.2412	38.2412	-1.49E-09	38.2412	38.6886	9.34957	34.9488
5505	40.8218	6.45161	38.2412	38.2412	-1.48E-09	38.2412	40.5682	13.3561	35.2258
5506	40.8218	6.45161	38.2412	38.2412	-1.48E-09	38.2412	40.7229	13.3658	35.3766
5507	40.8218	6.45161	38.2412	38.2412	-1.47E-09	38.2412	40.8401	13.3683	35.4927
5508	40.8218	6.45161	38.2412	38.2412	-1.47E-09	38.2412	39.8034	10.8019	35.4826
5509	40.8218	6.45161	38.2412	38.2412	-1.46E-09	38.2412	39.8483	10.8151	35.5223
5510	40.8218	6.45161	38.2412	38.2412	-1.46E-09	38.2412	41.0214	13.3656	35.6752
5511	40.8218	6.45161	38.2412	38.2412	-1.45E-09	38.2412	41.1193	13.3727	35.7702
5512	40.8218	6.45161	38.2412	38.2412	-1.45E-09	38.2412	41.1773	13.3079	35.8541
5513	40.8218	6.45161	38.2412	38.2412	-1.45E-09	38.2412	39.5048	9.35257	35.7638
5514	40.8218	6.45161	38.2412	38.2412	-1.44E-09	38.2412	37.1501	4.02162	35.5415
5515	40.8218	6.45161	38.2412	38.2412	-1.44E-09	38.2412	35.3013	0.025986	35.291
5516	40.8218	6.45161	38.2412	38.2412	-1.43E-09	38.2412	35.1728	0.0173049	35.1659
5517	40.8218	6.45161	38.2412	38.2412	-1.43E-09	38.2412	35.0799	0.0133887	35.0745
5518	40.8218	6.45161	38.2412	38.2412	-1.42E-09	38.2412	35.0053	0.0111387	35.0008
5519	40.8218	6.45161	38.2412	38.2412	-1.42E-09	38.2412	34.9412	0.00981985	34.9373
5520	40.8218	6.45161	38.2412	38.2412	-1.41E-09	38.2412	34.8834	0.00902952	34.8798
5521	40.8218	6.45161	38.2412	38.2412	-1.41E-09	38.2412	34.8294	0.00856479	34.826
5522	40.8218	6.45161	38.2412	38.2412	-1.40E-09	38.2412	34.7777	0.00828724	34.7744
5523	40.8218	6.45161	38.2412	38.2412	-1.40E-09	38.2412	34.7274	0.00811199	34.7242
5524	40.8218	6.45161	38.2412	38.2412	-1.39E-09	38.2412	34.678	0.00799759	34.6748
5525	40.8218	6.45161	38.2412	38.2412	-1.39E-09	38.2412	34.6291	0.00792131	34.626
5526	40.8218	6.45161	38.2412	38.2412	-1.38E-09	38.2412	34.6251	0.118309	34.5778
5527	40.8218	6.45161	38.2412	38.2412	-1.38E-09	38.2412	36.3319	4.08285	34.6988
5528	40.8218	6.45161	38.2412	38.2412	-1.38E-09	38.2412	38.6935	9.36083	34.9492
5529	40.8218	6.45161	38.2412	38.2412	-1.37E-09	38.2412	40.5693	13.3573	35.2264
5530	40.8218	6.45161	38.2412	38.2412	-1.37E-09	38.2412	40.723	13.3657	35.3767
5531	40.8218	6.45161	38.2412	38.2412	-1.36E-09	38.2412	40.8403	13.3686	35.4929
5532	40.8218	6.45161	38.2412	38.2412	-1.36E-09	38.2412	39.8045	10.8039	35.4829
5533	40.8218	6.45161	38.2412	38.2412	-1.35E-09	38.2412	39.8456	10.8081	35.5224
5534	40.8218	6.45161	38.2412	38.2412	-1.35E-09	38.2412	41.0237	13.3708	35.6754
5535	40.8218	6.45161	38.2412	38.2412	-1.34E-09	38.2412	41.1192	13.3727	35.7702
5536	40.8218	6.45161	38.2412	38.2412	-1.34E-09	38.2412	41.1921	13.3446	35.8543
5537	40.8218	6.45161	38.2412	38.2412	-1.34E-09	38.2412	39.4985	9.33642	35.7639
5538	40.8218	6.45161	38.2412	38.2412	-1.33E-09	38.2412	37.1421	4.00163	35.5415
5539	40.8218	6.45161	38.2412	38.2412	-1.33E-09	38.2412	35.3009	0.0254995	35.2907
5540	40.8218	6.45161	38.2412	38.2412	-1.32E-09	38.2412	35.1731	0.0179783	35.1659
5541	40.8218	6.45161	38.2412	38.2412	-1.32E-09	38.2412	35.0799	0.0133955	35.0745
5542	40.8218	6.45161	38.2412	38.2412	-1.31E-09	38.2412	35.0053	0.0111578	35.0009
5543	40.8218	6.45161	38.2412	38.2412	-1.31E-09	38.2412	34.9414	0.00984409	34.9375
5544	40.8218	6.45161	38.2412	38.2412	-1.31E-09	38.2412	34.8837	0.00906738	34.8801
5545	40.8218	6.45161	38.2412	38.2412	-1.30E-09	38.2412	34.8297	0.00859591	34.8263
5546	40.8218	6.45161	38.2412	38.2412	-1.30E-09	38.2412	34.7779	0.0083029	34.7746
5547	40.8218	6.45161	38.2412	38.2412	-1.29E-09	38.2412	34.7275	0.0081187	34.7242
5548	40.8218	6.45161	38.2412	38.2412	-1.29E-09	38.2412	34.678	0.00800226	34.6748
5549	40.8218	6.45161	38.2412	38.2412	-1.28E-09	38.2412	34.6292	0.00792509	34.626
5550	40.8218	6.45161	38.2412	38.2412	-1.28E-09	38.2412	34.588	0.0261549	34.5776
5551	40.8218	6.45161	38.2412	38.2412	-1.28E-09	38.2412	36.3254	4.06698	34.6986
5552	40.8218	6.45161	38.2412	38.2412	-1.27E-09	38.2412	38.6909	9.35524	34.9488
5553	40.8218	6.45161	38.2412	38.2412	-1.27E-09	38.2412	40.5684	13.3561	35.226
5554	40.8218	6.45161	38.2412	38.2412	-1.26E-09	38.2412	40.723	13.3658	35.3767
5555	40.8218	6.45161	38.2412	38.2412	-1.26E-09	38.2412	40.8037	13.2778	35.4925
5556	40.8218	6.45161	38.2412	38.2412	-1.25E-09	38.2412	39.8037	10.8029	35.4826
