Test Case	Variable	ToolID	Tool Name	Version	Unit	Editor	Fehlercode	Average [-]	CVRMSE [%]	Daily Amplitude CVRMSE [%]	MBE	MSE [%]	Max Difference [-]	Maximum [-]	Minimum [-]	NMBE [%]	NRMSE [%]	R squared [-]	RMSE [%]	RMSEIQR [%]	RMSLE [%]	std dev [-]	Reference	SimQ-Score [%]	SimQ-Rating
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Dach	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	81.52	36.2	0.06	-1.69	907.55	88.11	417.93	-0.0	-2.03	7.2	95.39	30.13	24.24	0.63929	139.83	False	95.41	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Boden	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	16.4	35.92	0.06	-0.25	35.78	17.62	83.59	0.0	-1.49	7.15	95.46	5.98	24.04	0.4158	27.93	False	95.57	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Nordwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	20.83	119.84	6.99	1.96	511.34	84.92	243.61	-0.37	10.38	10.1	69.69	22.61	74.45	0.52142	46.0	False	84.72	Good
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Ostwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	40.5	84.59	2.79	-5.25	1497.48	199.76	437.41	-0.37	-11.48	8.83	87.45	38.7	136.98	0.56766	98.37	False	90.02	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Südwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	50.84	51.8	0.14	-0.31	702.09	83.14	280.2	-0.16	-0.6	9.42	89.46	26.5	26.48	0.55713	81.12	False	93.98	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Westwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	66.42	65.11	1.62	4.68	1615.8	208.55	456.22	0.0	7.58	8.8	90.45	40.2	102.11	0.60055	131.92	False	92.1	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Dach	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.6	2.73	1.31	-0.1	0.53	2.73	43.24	20.05	-0.38	3.08	99.34	0.73	5.47	0.02496	8.72	False	98.22	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Boden	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	25.54	2.35	1.61	-0.05	0.36	2.18	38.77	20.04	-0.21	3.14	99.32	0.6	4.59	0.02135	7.13	False	98.22	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Nordwand	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	25.62	3.04	3.84	-0.09	0.61	2.93	39.85	20.04	-0.36	3.71	98.86	0.78	6.0	0.02631	7.23	False	97.48	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Ostwand	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.01	3.31	0.54	-0.0	0.74	4.43	40.96	20.04	-0.01	4.13	98.77	0.86	5.43	0.02979	7.57	False	97.93	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Südwand	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.2	2.29	0.34	-0.07	0.36	2.13	41.34	20.04	-0.26	2.82	99.41	0.6	4.6	0.0219	7.74	False	98.64	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Westwand	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.37	3.24	2.3	0.07	0.73	3.56	44.66	20.04	0.25	3.34	99.03	0.85	6.53	0.02779	8.44	False	98.04	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Dach	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	-1.28	-61.76	2.33	0.15	0.78	2.4	3.4	-10.3	-10.73	6.31	93.14	0.89	108.54	-99	3.21	False	92.23	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Boden	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	1.37	26.75	3.36	0.03	0.13	1.46	5.25	0.0	2.45	6.5	95.9	0.36	13.17	0.11817	1.75	False	95.19	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Nordwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	1.18	64.75	13.86	-0.07	0.65	3.4	5.75	-3.17	-5.4	10.89	84.59	0.81	70.57	-99	2.11	False	87.89	Good
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Ostwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	0.21	815.19	4.64	0.08	1.15	4.38	5.68	-11.13	61.71	5.99	90.97	1.07	129.11	-99	3.37	False	75.75	Failed
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Südwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	-0.24	-1109.84	1.04	-0.15	0.99	2.8	5.53	-5.82	167.56	8.79	83.56	1.0	85.95	-99	2.46	False	58.98	Failed
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Westwand	IDAICE	IDA ICE	4.8.0.1	W/m2	Caroline Seifert, INNIUS DÖ	0	-0.65	-204.05	3.67	-0.12	1.19	3.34	5.54	-11.53	22.15	6.05	91.73	1.09	357.21	-99	3.67	False	88.95	Good
06-WaermeleitungStrahlung	Variante 1 Raumlufttemperatur	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.01	0.06	0.4	-0.01	0.0	0.03	34.06	20.0	-0.06	0.12	100.0	0.02	0.16	0.00068	5.42	True	99.88	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Dach	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	82.09	2.63	0.03	-0.19	4.67	12.33	418.23	-0.0	-0.23	0.52	99.98	2.16	1.78	0.11225	139.47	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Boden	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	16.43	2.63	0.03	-0.04	0.19	2.47	83.65	-0.0	-0.23	0.52	99.98	0.43	1.78	0.07341	27.9	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Nordwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	18.79	18.23	4.93	0.15	11.55	18.05	209.99	-0.0	0.82	1.52	99.31	3.4	11.24	0.13112	39.41	True	98.2	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Ostwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	45.28	12.65	0.64	0.02	32.77	28.65	437.97	-0.0	0.05	1.31	99.72	5.72	20.28	0.12954	106.68	True	99.37	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Südwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	50.76	3.54	0.02	-0.23	3.25	10.45	281.09	-0.0	-0.45	0.64	99.95	1.8	1.8	0.10416	81.13	True	99.78	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Westwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	60.79	8.35	1.17	-0.32	26.06	27.15	456.91	-0.0	-0.53	1.12	99.84	5.11	12.98	0.11076	127.95	True	99.33	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Dach	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	28.49	0.08	0.07	-0.02	0.0	0.04	41.69	20.0	-0.07	0.1	100.0	0.02	0.14	0.00069	8.26	True	99.93	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Boden	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	23.73	0.04	0.08	-0.01	0.0	0.01	28.47	20.0	-0.04	0.11	100.0	0.01	0.14	0.00038	3.41	True	99.94	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Nordwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	23.9	0.07	0.59	0.0	0.0	0.04	29.21	20.0	0.02	0.18	100.0	0.02	0.24	0.00061	3.62	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Ostwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	25.82	0.04	0.24	-0.0	0.0	0.05	34.34	20.0	-0.02	0.07	100.0	0.01	0.1	0.00035	5.36	True	99.93	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Südwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.21	0.11	0.25	-0.02	0.0	0.07	33.29	20.0	-0.09	0.22	100.0	0.03	0.38	0.00121	4.2	True	99.91	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Westwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.95	0.13	0.37	-0.03	0.0	0.07	38.36	20.0	-0.11	0.19	100.0	0.03	0.3	0.0014	6.51	True	99.87	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Dach	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	-6.17	-0.51	0.23	0.01	0.0	0.07	0.47	-20.49	-0.21	0.15	100.0	0.03	0.25	-99	7.3	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Boden	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	5.78	0.37	0.58	-0.01	0.0	0.05	14.14	0.0	-0.25	0.15	100.0	0.02	0.22	0.00825	5.06	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Nordwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	5.36	1.07	0.37	-0.05	0.0	0.11	14.64	-0.0	-0.9	0.39	99.99	0.06	0.69	0.01007	4.75	True	99.51	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Ostwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	0.55	5.68	0.12	-0.03	0.0	0.09	6.05	-9.59	-4.41	0.21	99.99	0.03	1.4	-99	3.24	True	98.89	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Südwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	-0.41	-9.14	0.35	0.02	0.0	0.09	5.32	-6.34	-4.66	0.33	99.99	0.04	0.53	-99	3.84	True	99.05	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Westwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	-2.26	-1.98	0.31	0.04	0.0	0.1	7.89	-11.61	-1.63	0.23	99.99	0.05	0.84	-99	4.3	True	99.53	Perfect
06-WaermeleitungStrahlung	Variante 2 Raumlufttemperatur	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.08	0.33	0.38	-0.02	0.01	0.49	41.08	20.0	-0.07	0.41	99.99	0.09	0.61	0.00254	7.94	True	99.79	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Dach	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	83.02	2.61	0.03	-0.19	4.73	12.33	418.23	-0.0	-0.23	0.52	99.98	2.17	1.75	0.11255	140.1	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Boden	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	16.62	2.61	0.03	-0.04	0.19	2.47	83.65	-0.0	-0.23	0.52	99.98	0.44	1.75	0.07376	28.03	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Nordwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	19.02	18.16	4.94	0.16	11.74	18.38	209.98	-0.0	0.83	1.53	99.3	3.43	11.28	0.13193	39.61	True	98.19	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Ostwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	45.77	12.59	0.63	0.02	33.17	28.65	437.97	-0.0	0.05	1.31	99.72	5.76	20.39	0.1294	107.25	True	99.37	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Südwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	50.92	3.5	0.02	-0.22	3.2	10.45	281.09	-0.0	-0.44	0.64	99.95	1.79	1.79	0.10357	81.44	True	99.78	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Westwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	61.42	8.32	1.13	-0.32	26.4	27.15	456.91	-0.0	-0.52	1.12	99.84	5.14	13.05	0.1114	128.61	True	99.34	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Dach	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.68	0.27	0.25	-0.02	0.01	0.42	43.66	20.0	-0.06	0.3	99.99	0.07	0.54	0.00212	8.94	True	99.84	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Boden	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	25.58	0.26	0.31	-0.02	0.0	0.35	39.19	20.0	-0.06	0.34	99.99	0.07	0.5	0.00208	7.28	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Nordwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	25.62	0.56	2.22	-0.09	0.02	0.76	40.35	20.0	-0.35	0.68	99.96	0.14	1.1	0.00488	7.32	True	99.28	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Ostwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.07	0.39	0.31	0.05	0.01	0.32	40.82	20.0	0.21	0.49	99.98	0.1	0.64	0.00407	7.71	True	99.74	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Südwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.16	0.5	0.31	-0.1	0.02	0.46	41.27	20.0	-0.4	0.62	99.97	0.13	1.0	0.00509	7.81	True	99.66	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Westwand	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.34	0.57	0.56	0.04	0.02	0.89	45.46	20.0	0.16	0.59	99.97	0.15	1.16	0.00447	8.59	True	99.69	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Dach	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	-1.43	-1.89	0.36	0.0	0.0	0.13	3.01	-11.0	-0.21	0.19	99.99	0.03	3.32	-99	3.38	True	99.8	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Boden	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	1.34	3.24	1.46	-0.0	0.0	0.2	5.4	0.0	-0.24	0.79	99.94	0.04	1.59	0.01841	1.76	True	99.39	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Nordwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	1.24	4.84	2.76	-0.01	0.0	0.32	5.89	-1.86	-0.9	0.81	99.91	0.06	5.27	-99	2.06	True	98.92	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Ostwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	0.13	81.16	2.1	-0.01	0.01	0.53	5.94	-11.44	-4.31	0.6	99.91	0.11	12.85	-99	3.55	True	98.38	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Südwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	-0.09	-61.71	0.67	0.0	0.0	0.22	5.84	-5.38	-5.06	0.49	99.95	0.06	4.78	-99	2.44	True	98.81	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Westwand	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	-0.53	-17.94	1.78	0.01	0.01	0.52	5.46	-12.14	-1.6	0.53	99.94	0.1	31.41	-99	3.76	True	99.13	Perfect
06-WaermeleitungStrahlung	Variante 1 Raumlufttemperatur	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.71	1.5	5.93	-0.31	0.15	0.84	33.4	20.0	-1.18	2.78	99.48	0.39	3.69	0.01244	5.21	False	97.23	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Dach	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	82.26	1.99	0.14	-0.01	2.69	8.09	418.99	0.0	-0.02	0.39	99.99	1.64	1.35	0.39831	140.13	False	99.81	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Boden	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	15.98	10.32	0.14	-0.49	2.89	8.1	83.8	0.0	-2.97	2.03	99.63	1.7	7.0	0.1943	27.9	False	98.1	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Nordwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	14.3	62.63	6.18	-4.34	136.34	41.28	241.04	0.0	-23.29	5.22	91.84	11.68	38.61	0.93258	42.41	False	87.6	Good
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Ostwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	42.34	22.99	3.47	-2.92	108.25	32.32	459.42	0.0	-6.46	2.38	99.08	10.4	36.85	0.99502	112.14	False	96.09	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Südwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	49.42	19.16	0.21	-1.57	95.43	78.01	280.97	0.0	-3.08	3.47	98.56	9.77	9.78	0.62837	81.95	False	98.46	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Westwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	56.95	22.07	1.18	-4.16	181.92	78.02	455.31	0.0	-6.81	2.95	98.91	13.49	34.28	1.05446	131.59	False	96.79	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Dach	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	28.3	1.25	2.81	-0.21	0.13	0.91	41.15	19.99	-0.74	1.64	99.81	0.36	2.31	0.00955	8.1	False	98.53	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Boden	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	23.63	0.58	3.22	-0.11	0.02	0.29	28.26	20.0	-0.46	1.63	99.84	0.14	2.05	0.00501	3.35	False	98.59	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Nordwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	23.51	2.23	11.32	-0.39	0.28	1.29	28.29	20.0	-1.62	5.8	97.82	0.53	7.65	0.01891	3.29	False	93.89	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Ostwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.49	1.81	3.63	-0.34	0.22	1.11	33.79	20.0	-1.32	3.27	99.24	0.47	4.6	0.01474	5.08	False	97.19	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Südwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.98	1.22	3.36	-0.26	0.1	0.68	32.95	20.0	-0.98	2.41	99.41	0.32	4.18	0.01192	4.18	False	98.29	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Westwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	26.52	2.26	2.74	-0.46	0.37	1.69	37.52	20.0	-1.71	3.31	99.12	0.61	5.27	0.01908	6.27	False	97.38	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Dach	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	-6.43	-4.64	1.47	-0.24	0.08	0.65	0.46	-20.7	3.89	1.36	99.85	0.29	2.3	-99	7.4	False	98.15	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Boden	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	5.3	10.58	7.61	-0.5	0.38	1.23	12.99	-0.01	-8.6	4.33	98.53	0.61	6.34	0.09235	4.71	False	93.71	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Nordwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	5.61	7.89	2.23	0.2	0.18	1.2	15.27	0.0	3.71	2.9	99.2	0.43	5.09	0.05822	5.11	False	96.72	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Ostwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	0.65	53.52	2.28	0.08	0.09	0.68	6.58	-9.43	14.39	1.95	99.12	0.31	13.2	-99	3.33	False	89.95	Good
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Südwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	-0.56	-134.14	3.7	-0.13	0.33	0.98	4.58	-6.24	30.16	4.89	97.8	0.57	7.84	-99	3.36	False	87.27	Good
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Westwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	-1.92	-19.46	1.96	0.38	0.2	0.91	8.28	-11.11	-16.62	2.29	98.92	0.45	8.21	-99	4.27	False	94.23	Perfect
06-WaermeleitungStrahlung	Variante 2 Raumlufttemperatur	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.79	3.76	4.68	-0.31	0.96	2.56	39.87	20.0	-1.19	4.65	98.48	0.98	6.96	0.03025	7.46	False	96.58	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Dach	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	83.2	1.98	0.14	-0.01	2.71	8.1	418.99	0.0	-0.01	0.39	99.99	1.64	1.32	0.39762	140.75	False	99.81	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Boden	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	16.16	10.26	0.14	-0.49	2.92	8.1	83.8	0.0	-2.97	2.04	99.63	1.71	6.87	0.19452	28.02	False	98.09	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Nordwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	14.48	62.28	6.18	-4.39	138.09	41.28	241.04	0.0	-23.25	5.25	91.82	11.75	38.69	0.93588	42.65	False	87.6	Good
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Ostwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	42.79	22.89	3.48	-2.96	109.61	32.33	459.42	0.0	-6.47	2.39	99.08	10.47	37.06	1.00011	112.76	False	96.09	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Südwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	49.61	18.85	0.21	-1.53	92.99	78.02	280.97	0.0	-3.0	3.43	98.6	9.64	9.64	0.62064	82.26	False	98.49	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Westwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	57.58	21.74	1.14	-4.16	180.19	77.55	455.31	0.0	-6.74	2.94	98.94	13.42	34.1	1.05516	132.29	False	96.81	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Dach	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	26.39	3.82	4.05	-0.3	1.04	2.89	42.38	19.99	-1.14	4.31	98.7	1.02	7.65	0.03061	8.46	False	96.87	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Boden	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.35	3.27	4.1	-0.25	0.7	2.25	38.21	20.0	-0.98	4.37	98.68	0.84	6.38	0.02675	6.88	False	96.91	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Nordwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.32	3.98	5.6	-0.39	1.05	2.35	39.46	20.0	-1.53	4.86	98.05	1.02	7.86	0.03138	6.83	False	96.13	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Ostwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.77	3.9	4.46	-0.25	1.03	4.18	39.7	20.0	-0.95	4.87	98.28	1.02	6.41	0.03263	7.24	False	96.51	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Südwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	25.88	3.66	4.61	-0.39	0.93	2.78	39.92	20.0	-1.47	4.51	98.48	0.96	7.35	0.0302	7.38	False	96.61	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Westwand	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	26.01	4.49	4.64	-0.29	1.39	3.71	44.19	20.0	-1.1	4.62	98.13	1.18	9.03	0.03493	8.09	False	96.59	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Dach	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	-1.45	-11.29	5.83	-0.01	0.03	0.62	2.42	-10.59	0.95	1.15	99.77	0.16	19.84	-99	3.29	False	98.43	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Boden	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	1.19	21.29	5.5	-0.15	0.08	0.66	5.15	-0.0	-11.08	5.17	97.4	0.29	10.48	0.08621	1.57	False	93.02	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Nordwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	1.26	24.63	1.39	0.01	0.09	1.05	5.64	-1.73	0.9	4.14	97.77	0.31	26.85	-99	2.1	False	97.24	Perfect
