Test Case	Variable	ToolID	Tool Name	Version	Unit	Editor	Fehlercode	Average [-]	CVRMSE [%]	Daily Amplitude CVRMSE [%]	MBE	MSE [%]	Max Difference [-]	Maximum [-]	Minimum [-]	NMBE [%]	NRMSE [%]	R squared [-]	RMSE [%]	RMSEIQR [%]	RMSLE [%]	std dev [-]	Reference	SimQ-Score [%]	SimQ-Rating
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Ostwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	0.15	167.02	2.0	0.02	0.05	0.81	6.31	-11.15	11.9	1.23	99.62	0.22	26.45	-99	3.53	False	91.4	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Südwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	-0.12	-330.63	3.77	-0.03	0.09	1.07	5.43	-5.2	31.73	2.62	98.54	0.3	25.6	-99	2.28	False	88.98	Good
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Westwand	TAS	TAS	9.5.0	W/m2	Rainer Strobel, PGMM	0	-0.43	-56.29	4.09	0.1	0.09	1.16	5.93	-11.55	-18.63	1.67	99.37	0.3	98.54	-99	3.72	False	93.52	Perfect
06-WaermeleitungStrahlung	Variante 1 Raumlufttemperatur	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.01	0.06	0.23	-0.01	0.0	0.03	34.07	20.0	-0.05	0.12	100.0	0.02	0.15	0.00067	5.42	False	99.92	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Dach	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	81.67	4.36	0.06	-0.61	12.86	13.94	418.06	0.0	-0.74	0.86	99.93	3.59	2.96	0.12532	139.25	False	99.4	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Boden	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	16.34	4.35	0.05	-0.12	0.51	2.79	83.61	0.0	-0.74	0.86	99.93	0.72	2.95	0.0866	27.86	False	99.4	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Nordwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	18.99	17.49	4.33	0.34	10.63	13.58	212.97	0.0	1.85	1.46	99.36	3.26	10.78	0.12823	40.35	False	97.98	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Ostwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	44.16	15.9	0.5	-1.1	51.77	34.39	436.67	0.0	-2.43	1.64	99.56	7.2	25.49	0.15502	105.49	False	98.39	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Südwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	50.43	8.21	0.1	-0.56	17.54	19.75	281.56	0.0	-1.09	1.49	99.73	4.19	4.19	0.12827	81.18	False	99.04	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Westwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	61.61	10.27	0.68	0.5	39.4	35.78	457.22	0.0	0.82	1.37	99.76	6.28	15.95	0.1003	129.19	False	99.07	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Dach	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	28.49	0.09	0.23	-0.02	0.0	0.06	41.7	20.0	-0.07	0.11	100.0	0.02	0.16	0.00077	8.26	False	99.9	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Boden	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	23.73	0.04	0.13	-0.01	0.0	0.02	28.48	20.0	-0.04	0.11	100.0	0.01	0.14	0.00039	3.41	False	99.93	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Nordwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	23.9	0.08	0.46	0.01	0.0	0.04	29.22	20.0	0.02	0.2	100.0	0.02	0.26	0.00066	3.63	False	99.83	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Ostwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	25.82	0.03	0.08	-0.0	0.0	0.03	34.35	20.0	-0.02	0.05	100.0	0.01	0.07	0.00025	5.37	False	99.96	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Südwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.21	0.11	0.28	-0.02	0.0	0.06	33.29	20.0	-0.08	0.22	100.0	0.03	0.38	0.00121	4.2	False	99.89	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Westwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.95	0.13	0.28	-0.03	0.0	0.07	38.38	20.0	-0.11	0.19	100.0	0.03	0.3	0.00141	6.51	False	99.89	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Dach	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	-6.17	-1.93	0.44	0.01	0.01	0.4	0.47	-20.53	-0.22	0.57	99.97	0.12	0.96	-99	7.3	False	99.6	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Boden	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	5.77	1.41	0.37	-0.03	0.01	0.31	14.16	0.0	-0.54	0.58	99.97	0.08	0.85	0.01729	5.06	False	99.59	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Nordwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	5.35	1.91	0.55	-0.06	0.01	0.35	14.66	-0.0	-1.09	0.7	99.95	0.1	1.23	0.01924	4.76	False	99.31	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Ostwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	0.53	21.87	0.16	-0.04	0.02	0.6	6.06	-9.61	-6.63	0.8	99.85	0.12	5.39	-99	3.25	False	97.82	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Südwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	-0.4	-24.95	0.45	0.03	0.01	0.28	5.33	-6.36	-6.82	0.91	99.92	0.11	1.46	-99	3.81	False	98.26	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Westwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	-2.24	-5.26	0.31	0.06	0.01	0.49	7.91	-11.6	-2.68	0.62	99.92	0.12	2.22	-99	4.28	False	99.0	Perfect
06-WaermeleitungStrahlung	Variante 2 Raumlufttemperatur	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.08	0.32	0.36	-0.02	0.01	0.47	41.08	20.0	-0.07	0.39	99.99	0.08	0.59	0.00244	7.94	False	99.8	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Dach	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	82.71	3.58	0.05	-0.5	8.85	10.03	418.06	0.0	-0.61	0.71	99.96	2.98	2.39	0.12136	139.94	False	99.51	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Boden	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	16.55	3.57	0.05	-0.1	0.35	2.01	83.61	0.0	-0.61	0.71	99.96	0.59	2.39	0.08312	27.99	False	99.51	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Nordwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	19.19	17.19	4.33	0.32	10.53	14.86	212.81	0.0	1.69	1.45	99.38	3.24	10.68	0.13175	40.35	False	98.04	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Ostwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	44.91	14.45	0.49	-0.84	43.67	31.74	437.22	0.0	-1.83	1.51	99.63	6.61	23.39	0.14689	106.37	False	98.66	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Südwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	50.68	6.39	0.09	-0.46	10.68	14.01	281.82	0.0	-0.91	1.16	99.84	3.27	3.27	0.11913	81.51	False	99.28	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Westwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	62.02	9.32	0.82	0.28	33.09	32.62	457.15	0.0	0.46	1.26	99.8	5.75	14.61	0.10439	129.5	False	99.23	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Dach	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.68	0.26	0.25	-0.02	0.0	0.41	43.68	20.0	-0.06	0.3	99.99	0.07	0.53	0.00205	8.94	False	99.84	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Boden	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	25.58	0.25	0.29	-0.02	0.0	0.34	39.19	20.0	-0.06	0.33	99.99	0.06	0.48	0.00197	7.28	False	99.83	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Nordwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	25.62	0.55	2.1	-0.09	0.02	0.72	40.39	20.0	-0.35	0.67	99.96	0.14	1.08	0.00482	7.32	False	99.31	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Ostwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.07	0.38	0.29	0.05	0.01	0.31	40.82	20.0	0.21	0.47	99.98	0.1	0.62	0.00393	7.71	False	99.75	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Südwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.16	0.49	0.28	-0.1	0.02	0.44	41.29	20.0	-0.4	0.61	99.97	0.13	0.99	0.00506	7.81	False	99.67	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Westwand	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.34	0.55	0.51	0.04	0.02	0.85	45.47	20.0	0.16	0.57	99.97	0.15	1.11	0.00429	8.6	False	99.7	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Dach	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	-1.43	-6.72	0.4	0.01	0.01	0.4	3.01	-11.03	-0.49	0.69	99.92	0.1	11.82	-99	3.39	False	99.48	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Boden	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	1.34	3.92	1.33	-0.0	0.0	0.25	5.41	0.0	-0.29	0.95	99.91	0.05	1.93	0.02242	1.76	False	99.32	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Nordwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	1.23	5.33	2.95	-0.02	0.0	0.35	5.9	-1.85	-1.46	0.9	99.9	0.07	5.81	-99	2.07	False	98.66	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Ostwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	0.16	133.56	1.66	0.02	0.03	1.02	5.94	-11.55	17.9	0.98	99.76	0.18	21.15	-99	3.52	False	91.87	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Südwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	-0.09	-148.21	0.5	0.0	0.02	0.5	5.84	-5.41	-4.92	1.17	99.71	0.13	11.48	-99	2.45	False	98.49	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Westwand	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	-0.55	-26.03	1.51	-0.02	0.02	0.54	5.48	-12.18	3.81	0.77	99.87	0.14	45.58	-99	3.79	False	98.06	Perfect
06-WaermeleitungStrahlung	Variante 1 Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	26.03	0.06	0.4	0.01	0.0	0.03	34.1	20.0	0.06	0.12	100.0	0.02	0.16	0.00068	5.41	True	99.88	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Dach	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	82.46	2.63	0.03	0.19	4.67	12.33	418.26	0.0	0.23	0.52	99.98	2.16	1.78	0.32454	139.87	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Boden	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	16.5	2.63	0.03	0.04	0.19	2.47	83.65	0.0	0.23	0.52	99.98	0.43	1.78	0.13759	27.98	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Nordwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	18.49	18.23	4.93	-0.15	11.55	18.05	237.71	0.0	-0.82	1.52	99.31	3.4	11.24	0.52254	42.55	True	98.2	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Ostwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	45.24	12.65	3.13	-0.02	32.77	28.65	458.36	0.0	-0.05	1.31	99.72	5.72	20.28	0.54018	110.91	True	98.9	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Südwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	51.22	3.54	0.02	0.23	3.25	10.45	281.36	0.0	0.45	0.64	99.95	1.8	1.8	0.27624	81.54	True	99.78	Perfect
06-WaermeleitungStrahlung	Variante 1 abs. Strahlung Westwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	61.44	8.35	1.54	0.32	26.06	27.15	457.16	0.0	0.53	1.12	99.84	5.11	12.98	0.44755	131.05	True	99.31	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Dach	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	28.53	0.08	0.07	0.02	0.0	0.04	41.73	20.0	0.07	0.1	100.0	0.02	0.14	0.00069	8.27	True	99.93	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Boden	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	23.75	0.04	0.08	0.01	0.0	0.01	28.49	20.0	0.04	0.11	100.0	0.01	0.14	0.00038	3.41	True	99.94	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Nordwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	23.89	0.07	0.6	-0.0	0.0	0.04	29.17	20.0	-0.02	0.18	100.0	0.02	0.24	0.00061	3.6	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Ostwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	25.83	0.04	0.24	0.0	0.0	0.05	34.36	20.0	0.02	0.07	100.0	0.01	0.1	0.00035	5.37	True	99.93	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Südwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	26.26	0.11	0.25	0.02	0.0	0.07	33.3	20.0	0.09	0.22	100.0	0.03	0.38	0.00121	4.18	True	99.91	Perfect
06-WaermeleitungStrahlung	Variante 1 Oberflächen-Temp. Westwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	27.01	0.13	0.41	0.03	0.0	0.07	38.48	20.0	0.11	0.19	100.0	0.03	0.3	0.0014	6.5	True	99.86	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Dach	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	-6.2	-0.51	0.24	-0.01	0.0	0.07	0.53	-20.55	0.21	0.15	100.0	0.03	0.25	-99	7.34	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Boden	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	5.81	0.37	0.58	0.01	0.0	0.05	14.21	-0.0	0.25	0.15	100.0	0.02	0.22	0.00814	5.05	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Nordwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	5.45	1.07	0.37	0.05	0.0	0.11	14.73	-0.0	0.9	0.39	99.99	0.06	0.69	0.00994	4.79	True	99.51	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Ostwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	0.6	5.68	0.12	0.03	0.0	0.09	6.09	-9.56	4.41	0.21	99.99	0.03	1.4	-99	3.25	True	98.89	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Südwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	-0.45	-9.14	0.43	-0.02	0.0	0.09	5.31	-6.48	4.66	0.33	99.99	0.04	0.53	-99	3.89	True	99.04	Perfect
06-WaermeleitungStrahlung	Variante 1 konv. Wärmeleitung Innen Westwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	-2.34	-1.98	0.31	-0.04	0.0	0.1	7.88	-11.77	1.63	0.23	99.99	0.05	0.84	-99	4.3	True	99.53	Perfect
06-WaermeleitungStrahlung	Variante 2 Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	26.12	0.33	0.42	0.02	0.01	0.49	41.07	20.0	0.07	0.41	99.99	0.09	0.61	0.00253	7.97	True	99.77	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Dach	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	83.4	2.61	0.03	0.19	4.73	12.33	418.26	0.0	0.23	0.52	99.98	2.17	1.75	0.32633	140.5	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Boden	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	16.69	2.61	0.03	0.04	0.19	2.47	83.65	0.0	0.23	0.52	99.98	0.44	1.75	0.13841	28.11	True	99.72	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Nordwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	18.71	18.16	4.94	-0.16	11.74	18.38	237.71	0.0	-0.83	1.53	99.3	3.43	11.28	0.52619	42.77	True	98.19	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Ostwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	45.72	12.59	3.14	-0.02	33.17	28.65	458.36	0.0	-0.05	1.31	99.72	5.76	20.39	0.54169	111.51	True	98.9	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Südwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	51.37	3.5	0.02	0.22	3.2	10.45	281.36	0.0	0.44	0.64	99.95	1.79	1.79	0.27388	81.84	True	99.78	Perfect
06-WaermeleitungStrahlung	Variante 2 abs. Strahlung Westwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	62.06	8.32	1.5	0.32	26.4	27.15	457.16	0.0	0.52	1.12	99.84	5.14	13.05	0.45074	131.73	True	99.31	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Dach	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	26.71	0.27	0.37	0.02	0.01	0.42	43.67	19.98	0.06	0.3	99.99	0.07	0.54	0.00211	8.97	True	99.81	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Boden	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	25.61	0.26	0.32	0.02	0.0	0.35	39.18	20.0	0.06	0.34	99.99	0.07	0.5	0.00208	7.31	True	99.82	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Nordwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	25.81	0.56	2.51	0.09	0.02	0.76	41.83	20.0	0.35	0.68	99.96	0.14	1.1	0.00484	7.35	True	99.23	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Ostwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	25.96	0.39	0.55	-0.05	0.01	0.32	40.81	19.78	-0.21	0.49	99.98	0.1	0.64	0.00409	7.79	True	99.69	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Südwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	26.37	0.5	0.64	0.1	0.02	0.46	41.45	20.0	0.4	0.62	99.97	0.13	1.0	0.00505	7.8	True	99.63	Perfect
06-WaermeleitungStrahlung	Variante 2 Oberflächen-Temp. Westwand	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	26.26	0.57	0.59	-0.04	0.02	0.89	45.44	19.81	-0.16	0.59	99.97	0.15	1.16	0.00445	8.69	True	99.67	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Dach	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	-1.44	-1.89	0.37	-0.0	0.0	0.13	3.03	-11.0	0.21	0.19	99.99	0.03	3.32	-99	3.38	True	99.8	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Boden	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	1.34	3.24	1.46	0.0	0.0	0.2	5.63	-0.0	0.24	0.79	99.94	0.04	1.59	0.01968	1.78	True	99.39	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Nordwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	1.26	4.84	1.01	0.01	0.0	0.32	5.89	-1.47	0.9	0.81	99.91	0.06	5.27	-99	2.06	True	99.22	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Ostwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	0.14	81.16	2.44	0.01	0.01	0.53	6.11	-12.43	4.31	0.6	99.91	0.11	12.85	-99	3.6	True	98.33	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Südwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	-0.09	-61.71	0.67	-0.0	0.0	0.22	6.09	-5.39	5.06	0.49	99.95	0.06	4.78	-99	2.48	True	98.81	Perfect
06-WaermeleitungStrahlung	Variante 2 konv. Wärmeleitung Innen Westwand	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	-0.54	-17.94	2.1	-0.01	0.01	0.52	5.5	-13.05	1.6	0.53	99.94	0.1	31.41	-99	3.82	True	99.07	Perfect
07-Fenster	Variante 7.1 Raumlufttemperatur	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	24.17	0.49	20.56	-0.0	0.01	0.41	24.51	23.88	-0.01	23.29	52.29	0.12	37.97	0.00472	0.21	False	70.99	Failed
07-Fenster	Variante 7.1 Wärmeleitung Fenster	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	0.0	-15707.08	101.69	0.03	25.07	6.25	0.0	0.0	-100.0	46.66	-0.0	5.01	47.11	-99	0.0	False	0.0	Failed
07-Fenster	Variante 7.2 Raumlufttemperatur	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	0.0	100.92	103.43	-29.54	888.62	34.65	0.0	0.0	-100.0	203.41	-5412.86	29.81	540.06	3.41234	0.0	False	0.0	Failed
07-Fenster	Variante 7.2 Trans.Strahlung Fenster	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	0.0	169.11	103.52	-73.7	15532.12	281.26	0.0	0.0	-100.0	44.31	-53.77	124.63	89.09	3.37525	0.0	False	0.0	Failed
07-Fenster	Variante 7.2 Wärmeleitung Fenster	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	0.0	-108.56	103.44	10.46	128.94	16.06	0.0	0.0	-100.0	70.72	-560.24	11.36	186.07	-99	0.0	False	0.0	Failed
07-Fenster	Variante 7.3 Raumlufttemperatur	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	0.0	100.65	103.45	-27.45	763.37	31.5	0.0	0.0	-100.0	240.21	-7724.92	27.63	647.87	3.3437	0.0	False	0.0	Failed
07-Fenster	Variante 7.3 Trans.Strahlung Fenster	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	0.0	174.84	103.52	-57.44	10085.42	247.13	0.0	0.0	-100.0	40.64	-48.62	100.43	119.6	3.19155	0.0	False	0.0	Failed
07-Fenster	Variante 7.3 Wärmeleitung Fenster	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	0.0	-108.55	103.59	8.11	77.57	12.39	0.0	0.0	-100.0	71.06	-560.85	8.81	188.87	-99	0.0	False	0.0	Failed
07-Fenster	Variante 7.1 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	24.17	0.69	55.39	-0.0	0.03	0.25	24.28	24.05	-0.0	32.54	6.82	0.17	53.06	0.0066	0.07	False	55.04	Failed
07-Fenster	Variante 7.1 Wärmeleitung Fenster	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.0	-15707.08	101.69	0.03	25.07	6.25	0.0	0.0	-100.0	46.66	-0.0	5.01	47.11	-99	0.0	False	0.0	Failed
07-Fenster	Variante 7.2 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	29.53	0.68	6.09	-0.01	0.04	0.56	34.33	20.0	-0.03	1.37	99.75	0.2	3.64	0.00653	3.92	False	97.52	Perfect
07-Fenster	Variante 7.2 Trans.Strahlung Fenster	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	73.66	23.32	0.28	-0.04	295.47	41.35	281.15	0.0	-0.05	6.11	97.07	17.19	12.29	0.41224	99.41	False	92.52	Perfect
07-Fenster	Variante 7.2 Wärmeleitung Fenster	ETU	ETU Simulation	4.1	W/m2	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.0	-108.56	103.44	10.46	128.94	16.06	0.0	0.0	-100.0	70.72	-560.24	11.36	186.07	-99	0.0	False	0.0	Failed
07-Fenster	Variante 7.3 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	26.78	2.81	12.48	-0.67	0.59	1.43	30.28	20.0	-2.45	6.7	93.91	0.77	18.07	0.0257	2.78	False	88.0	Good
